year,month,day,date,elevation,weight,sex,age
2002,9,17,17/09/02,1400,9,f,1.5
2002,9,17,17/09/02,1800,12,m,1.5
2002,9,17,17/09/02,2300,16,f,1.5
2002,9,17,17/09/02,1700,15,f,1.5
2002,9,17,17/09/02,1300,10,f,1.5
2002,9,17,17/09/02,1800,13,f,1.5
2002,9,17,17/09/02,2000,15,f,1.5
2002,9,17,17/09/02,1600,20,f,1.5
2002,9,17,17/09/02,1890,18.4,f,1.5
2002,9,17,17/09/02,1700,11.7,f,1.5
2002,9,18,18/09/02,NA,17,f,1.5
2002,9,18,18/09/02,1700,14.5,f,1.5
2002,9,19,19/09/02,1450,13,m,1.5
2002,9,19,19/09/02,600,15.6,f,1.5
2002,9,19,19/09/02,1200,9,m,1.5
2002,9,19,19/09/02,1800,10,f,1.5
2002,9,19,19/09/02,NA,9.5,f,1.5
2002,9,19,19/09/02,NA,14,m,1.5
2002,9,19,19/09/02,1750,11,m,1.5
2002,9,20,20/09/02,1900,17,f,1.5
2002,9,20,20/09/02,1850,17,m,1.5
2002,9,20,20/09/02,1650,18,f,1.5
2002,9,20,20/09/02,NA,12,m,1.5
2002,9,20,20/09/02,1800,14.1,f,1.5
2002,9,20,20/09/02,1850,13,f,1.5
2002,9,20,20/09/02,1800,15,f,1.5
2002,9,20,20/09/02,1700,16.5,f,1.5
2002,9,20,20/09/02,1900,13,f,1.5
2002,9,20,20/09/02,1700,14,f,1.5
2002,9,20,20/09/02,1850,10,f,1.5
2002,9,20,20/09/02,NA,13.9,m,1.5
2002,9,20,20/09/02,1300,12,f,1.5
2002,9,20,20/09/02,1300,12,f,1.5
2002,9,21,21/09/02,NA,17.5,m,1.5
2002,9,21,21/09/02,1900,15,f,1.5
2002,9,21,21/09/02,1700,21.5,m,1.5
2002,9,21,21/09/02,1600,10.9,f,1.5
2002,9,21,21/09/02,1900,19,m,1.5
2002,9,21,21/09/02,1400,11,f,1.5
2002,9,21,21/09/02,1800,15,f,1.5
2002,9,21,21/09/02,2000,13.3,f,1.5
2002,9,21,21/09/02,1700,10.3,f,1.5
2002,9,21,21/09/02,1800,NA,f,1.5
2002,9,21,21/09/02,1700,10,f,1.5
2002,9,21,21/09/02,1700,15.4,f,1.5
2002,9,22,22/09/02,1800,12,m,1.5
2002,9,22,22/09/02,1100,16.7,f,1.5
2002,9,22,22/09/02,2000,11,f,1.5
2002,9,22,22/09/02,1800,15,f,1.5
2002,9,22,22/09/02,1850,17.3,f,1.5
2002,9,22,22/09/02,1800,14,f,1.5
2002,9,23,23/09/02,1600,16.5,m,1.5
2002,9,23,23/09/02,1000,11.7,f,1.5
2002,9,23,23/09/02,NA,16.7,f,1.5
2002,9,23,23/09/02,NA,14.8,f,1.5
2002,9,23,23/09/02,2100,17,f,1.5
2002,9,23,23/09/02,1850,14.3,f,1.5
2003,9,7,07/09/03,1900,15.5,f,1.5
2003,9,7,07/09/03,1250,15.5,f,1.5
2003,9,7,07/09/03,1500,11,f,1.5
2003,9,7,07/09/03,1500,14,m,1.5
2003,9,7,07/09/03,1300,12,m,1.5
2003,9,7,07/09/03,1600,10,f,1.5
2003,9,7,07/09/03,1750,14,m,1.5
2003,9,7,07/09/03,1550,16,m,1.5
2003,9,7,07/09/03,1700,18,m,1.5
2003,9,7,07/09/03,1700,15.2,f,1.5
2003,9,7,07/09/03,NA,17,f,1.5
2003,9,7,07/09/03,1650,14,f,1.5
2003,9,7,07/09/03,1700,14,f,1.5
2003,9,7,07/09/03,1700,15.5,f,1.5
2003,9,7,07/09/03,1700,14.5,f,1.5
2003,9,7,07/09/03,1850,13,f,1.5
2003,9,7,07/09/03,2000,9,m,1.5
2003,9,7,07/09/03,1200,14,m,1.5
2003,9,7,07/09/03,1800,11,f,1.5
2003,9,7,07/09/03,1500,14,f,1.5
2003,9,7,07/09/03,1000,14,m,1.5
2003,9,7,07/09/03,1000,11.5,m,1.5
2003,9,7,07/09/03,1700,15,m,1.5
2003,9,7,07/09/03,1700,15,m,1.5
2003,9,7,07/09/03,1800,16.5,m,1.5
2003,9,7,07/09/03,1800,20,m,1.5
2003,9,7,07/09/03,1800,21,m,1.5
2003,9,7,07/09/03,2400,18,f,1.5
2003,9,7,07/09/03,1450,16.8,m,1.5
2003,9,7,07/09/03,1450,15,m,1.5
2003,9,7,07/09/03,1600,16.5,m,1.5
2003,9,7,07/09/03,1450,17.5,m,1.5
2003,9,7,07/09/03,2200,15,f,1.5
2003,9,7,07/09/03,1700,17,m,1.5
2003,9,7,07/09/03,1450,15.5,m,1.5
2003,9,7,07/09/03,1530,14,f,1.5
2003,9,7,07/09/03,1530,11,m,1.5
2003,9,7,07/09/03,1530,20,m,1.5
2003,9,7,07/09/03,1700,19,m,1.5
2003,9,7,07/09/03,1900,15,m,1.5
2003,9,7,07/09/03,1600,19.5,m,1.5
2003,9,7,07/09/03,1250,11.2,f,1.5
2003,9,7,07/09/03,1000,12,m,1.5
2003,9,7,07/09/03,1400,10,m,1.5
2003,9,7,07/09/03,1600,13,m,1.5
2003,9,7,07/09/03,1600,13,m,1.5
2003,9,7,07/09/03,800,10.5,f,1.5
2003,9,7,07/09/03,1600,13,f,1.5
2003,9,7,07/09/03,1600,14,f,1.5
2003,9,7,07/09/03,1600,12,f,1.5
2003,9,7,07/09/03,1500,11.5,f,1.5
2003,9,7,07/09/03,1800,14.9,f,1.5
2003,9,7,07/09/03,450,12,f,1.5
2003,9,7,07/09/03,1800,11,m,1.5
2003,9,7,07/09/03,2000,12.8,m,1.5
2003,9,7,07/09/03,1500,16,f,1.5
2003,9,7,07/09/03,1800,14,m,1.5
2003,9,7,07/09/03,2100,16.9,m,1.5
2003,9,7,07/09/03,2000,16,f,1.5
2003,9,7,07/09/03,1400,13,f,1.5
2003,9,7,07/09/03,1900,16,f,1.5
2003,9,7,07/09/03,1800,13.1,f,1.5
2003,9,7,07/09/03,2200,14,f,1.5
2003,9,7,07/09/03,1800,18,m,1.5
2003,9,7,07/09/03,1800,14,m,1.5
2003,9,7,07/09/03,1650,15,m,1.5
2003,9,7,07/09/03,1750,16.5,m,1.5
2003,9,7,07/09/03,NA,15,m,1.5
2003,9,7,07/09/03,2100,20,f,1.5
2003,9,7,07/09/03,NA,14,f,1.5
2003,9,7,07/09/03,1200,13.7,f,1.5
2003,9,7,07/09/03,1500,16,m,1.5
2003,9,7,07/09/03,1900,16.5,f,1.5
2003,9,7,07/09/03,850,12.5,f,1.5
2003,9,7,07/09/03,1100,14.5,f,1.5
2003,9,7,07/09/03,1100,13.9,f,1.5
2003,9,7,07/09/03,1400,11,f,1.5
2003,9,7,07/09/03,1900,10,f,1.5
2003,9,7,07/09/03,NA,13,f,1.5
2003,9,7,07/09/03,1000,12.5,f,1.5
2003,9,7,07/09/03,1800,13,m,1.5
2003,9,7,07/09/03,1850,12,f,1.5
2003,9,7,07/09/03,1800,13.5,m,1.5
2003,9,7,07/09/03,1400,11.7,m,1.5
2003,9,7,07/09/03,1150,13.1,f,1.5
2003,9,7,07/09/03,1200,10.5,f,1.5
2003,9,7,07/09/03,1700,11.4,f,1.5
2003,9,7,07/09/03,1200,9,m,1.5
2003,9,7,07/09/03,2100,12,m,1.5
2003,9,7,07/09/03,800,9.9,f,1.5
2003,9,7,07/09/03,800,10.5,m,1.5
2003,9,7,07/09/03,900,16,m,1.5
2003,9,7,07/09/03,800,13,f,1.5
2003,9,7,07/09/03,NA,14,f,1.5
2003,9,7,07/09/03,1900,15,m,1.5
2003,9,7,07/09/03,1660,14,f,1.5
2003,9,7,07/09/03,1400,11,f,1.5
2003,9,7,07/09/03,1850,10,m,1.5
2003,9,7,07/09/03,1800,12,m,1.5
2003,9,7,07/09/03,1800,15,m,1.5
2003,9,7,07/09/03,1700,15,m,1.5
2003,9,7,07/09/03,1550,11,f,1.5
2003,9,7,07/09/03,1300,16,m,1.5
2003,9,7,07/09/03,1500,14,f,1.5
2003,9,7,07/09/03,1500,16,m,1.5
2003,9,7,07/09/03,1000,13,m,1.5
2003,9,7,07/09/03,1800,13,f,1.5
2003,9,7,07/09/03,1600,9,f,1.5
2003,9,7,07/09/03,1800,14.6,f,1.5
2003,9,7,07/09/03,1850,15,m,1.5
2003,9,7,07/09/03,1700,16,m,1.5
2003,9,7,07/09/03,1500,16,m,1.5
2003,9,7,07/09/03,1800,11.5,f,1.5
2003,9,7,07/09/03,1800,12,f,1.5
2003,9,7,07/09/03,800,8,m,1.5
2003,9,7,07/09/03,NA,9.5,f,1.5
2003,9,7,07/09/03,1200,10.2,f,1.5
2003,9,7,07/09/03,1700,8.5,f,1.5
2003,9,7,07/09/03,1700,14,f,1.5
2003,9,7,07/09/03,1500,9.5,f,1.5
2003,9,7,07/09/03,NA,11.7,f,1.5
2003,9,7,07/09/03,NA,8,m,1.5
2003,9,7,07/09/03,1700,12,m,1.5
2003,9,7,07/09/03,1600,11,m,1.5
2003,9,7,07/09/03,1800,15,f,1.5
2003,9,7,07/09/03,1800,NA,f,1.5
2003,9,7,07/09/03,1800,16.5,m,1.5
2003,9,7,07/09/03,1700,11.5,f,1.5
2003,9,7,07/09/03,2000,12,m,1.5
2003,9,7,07/09/03,2000,17,m,1.5
2003,9,7,07/09/03,1900,14,f,1.5
2003,9,7,07/09/03,1100,15,m,1.5
2003,9,7,07/09/03,1800,10.5,m,1.5
2003,9,7,07/09/03,1800,10,m,1.5
2003,9,7,07/09/03,NA,12,m,1.5
2003,9,7,07/09/03,1700,14,f,1.5
2003,9,7,07/09/03,2300,14,f,1.5
2003,9,7,07/09/03,800,20,f,1.5
2003,9,7,07/09/03,1800,12,f,1.5
2003,9,7,07/09/03,1800,11,f,1.5
2003,9,7,07/09/03,NA,16,m,1.5
2003,9,7,07/09/03,1700,12,m,1.5
2003,9,7,07/09/03,1850,15,f,1.5
2003,9,7,07/09/03,1700,13.5,m,1.5
2003,9,7,07/09/03,NA,13,m,1.5
2003,9,7,07/09/03,2000,11,m,1.5
2003,9,7,07/09/03,1650,13,m,1.5
2003,9,7,07/09/03,1300,16,m,1.5
2003,9,7,07/09/03,1600,10.5,f,1.5
2003,9,7,07/09/03,1900,10.5,m,1.5
2003,9,7,07/09/03,1500,18,m,1.5
2003,9,7,07/09/03,1600,16,m,1.5
2003,9,7,07/09/03,1800,10.5,m,1.5
2003,9,7,07/09/03,NA,14.4,m,1.5
2003,9,7,07/09/03,1600,10,m,1.5
2003,9,7,07/09/03,1800,9,m,1.5
2003,9,7,07/09/03,1900,14,f,1.5
2003,9,7,07/09/03,1450,13.5,f,1.5
2003,9,7,07/09/03,1450,11,m,1.5
2003,9,7,07/09/03,NA,8,f,1.5
2003,9,7,07/09/03,700,12,f,1.5
2003,9,7,07/09/03,NA,12,m,1.5
2003,9,7,07/09/03,1200,17.3,m,1.5
2003,9,8,08/09/03,1850,14,m,1.5
2003,9,8,08/09/03,1850,12,m,1.5
2003,9,8,08/09/03,1900,11.5,m,1.5
2003,9,8,08/09/03,1100,10,m,1.5
2003,9,8,08/09/03,1550,14,f,1.5
2003,9,8,08/09/03,1750,15,f,1.5
2003,9,8,08/09/03,2000,17,m,1.5
2003,9,8,08/09/03,1900,13,m,1.5
2003,9,8,08/09/03,1350,18,f,1.5
2003,9,8,08/09/03,2000,16,f,1.5
2003,9,8,08/09/03,2200,15,m,1.5
2003,9,8,08/09/03,2400,14,f,1.5
2003,9,8,08/09/03,1700,17,m,1.5
2003,9,8,08/09/03,1900,17,f,1.5
2003,9,8,08/09/03,1800,NA,f,1.5
2003,9,8,08/09/03,1200,17,m,1.5
2003,9,8,08/09/03,1500,18,f,1.5
2003,9,8,08/09/03,1600,15,f,1.5
2003,9,8,08/09/03,800,14,f,1.5
2003,9,8,08/09/03,800,15,m,1.5
2003,9,8,08/09/03,2050,14,m,1.5
2003,9,8,08/09/03,2100,16,m,1.5
2003,9,8,08/09/03,1800,16.4,m,1.5
2003,9,8,08/09/03,NA,12.5,m,1.5
2003,9,8,08/09/03,1600,13,f,1.5
2003,9,8,08/09/03,1600,13.2,m,1.5
2003,9,8,08/09/03,1430,13.1,f,1.5
2003,9,8,08/09/03,1600,11.5,m,1.5
2003,9,8,08/09/03,1650,12.5,f,1.5
2003,9,8,08/09/03,850,13.5,f,1.5
2003,9,8,08/09/03,1250,10.3,f,1.5
2003,9,8,08/09/03,1700,13.7,m,1.5
2003,9,8,08/09/03,2100,12.5,m,1.5
2003,9,8,08/09/03,800,15,f,1.5
2003,9,8,08/09/03,1250,13,m,1.5
2003,9,8,08/09/03,1700,17,m,1.5
2003,9,8,08/09/03,900,9.5,f,1.5
2003,9,8,08/09/03,900,12,m,1.5
2003,9,8,08/09/03,NA,15,m,1.5
2003,9,8,08/09/03,1500,13.5,m,1.5
2003,9,8,08/09/03,1300,12.2,m,1.5
2003,9,8,08/09/03,1800,12.3,m,1.5
2003,9,8,08/09/03,2100,14,m,1.5
2003,9,8,08/09/03,1800,13.5,f,1.5
2003,9,8,08/09/03,1800,12.5,m,1.5
2003,9,8,08/09/03,NA,16.8,f,1.5
2003,9,8,08/09/03,1500,11,m,1.5
2003,9,8,08/09/03,1700,15,m,1.5
2003,9,8,08/09/03,1500,15,f,1.5
2003,9,8,08/09/03,NA,9,f,1.5
2003,9,8,08/09/03,1400,9,m,1.5
2003,9,8,08/09/03,750,16,f,1.5
2003,9,8,08/09/03,1500,8,m,1.5
2003,9,8,08/09/03,2000,10.5,m,1.5
2003,9,8,08/09/03,1600,12.5,m,1.5
2003,9,8,08/09/03,900,11,f,1.5
2003,9,8,08/09/03,NA,9.5,m,1.5
2003,9,8,08/09/03,1870,8,m,1.5
2003,9,8,08/09/03,1600,13,m,1.5
2003,9,8,08/09/03,1570,15,f,1.5
2003,9,8,08/09/03,NA,16,m,1.5
2003,9,8,08/09/03,1700,16,f,1.5
2003,9,8,08/09/03,1780,17,f,1.5
2003,9,8,08/09/03,1900,13,m,1.5
2003,9,8,08/09/03,1900,12,f,1.5
2003,9,8,08/09/03,1900,15.5,m,1.5
2003,9,8,08/09/03,1700,17,m,1.5
2003,9,8,08/09/03,1800,15,m,1.5
2003,9,8,08/09/03,1850,12,m,1.5
2003,9,8,08/09/03,1800,11,m,1.5
2003,9,8,08/09/03,NA,12,f,1.5
2003,9,8,08/09/03,1300,12,m,1.5
2003,9,8,08/09/03,1800,15,m,1.5
2003,9,9,09/09/03,1100,17,m,1.5
2003,9,9,09/09/03,1700,15,f,1.5
2003,9,9,09/09/03,1700,15,f,1.5
2003,9,9,09/09/03,1700,18,f,1.5
2003,9,9,09/09/03,NA,9.5,m,1.5
2003,9,9,09/09/03,760,18,m,1.5
2003,9,9,09/09/03,1700,18,f,1.5
2003,9,9,09/09/03,1200,NA,f,1.5
2003,9,9,09/09/03,2400,16,f,1.5
2003,9,9,09/09/03,1350,17,f,1.5
2003,9,9,09/09/03,2400,20,f,1.5
2003,9,9,09/09/03,1450,15,f,1.5
2003,9,9,09/09/03,NA,17.5,m,1.5
2003,9,9,09/09/03,2200,13,f,1.5
2003,9,9,09/09/03,2200,15,m,1.5
2003,9,9,09/09/03,2200,15,m,1.5
2003,9,9,09/09/03,1750,19,f,1.5
2003,9,9,09/09/03,1000,13,m,1.5
2003,9,9,09/09/03,1400,10,m,1.5
2003,9,9,09/09/03,950,10.5,m,1.5
2003,9,9,09/09/03,1800,17,f,1.5
2003,9,9,09/09/03,1400,14.5,m,1.5
2003,9,9,09/09/03,1400,14,m,1.5
2003,9,9,09/09/03,NA,13,f,1.5
2003,9,9,09/09/03,1800,14.8,m,1.5
2003,9,9,09/09/03,1900,14.5,m,1.5
2003,9,9,09/09/03,1600,18,m,1.5
2003,9,9,09/09/03,2150,20,m,1.5
2003,9,9,09/09/03,1540,14.5,f,1.5
2003,9,9,09/09/03,2100,15,f,1.5
2003,9,9,09/09/03,650,16,m,1.5
2003,9,9,09/09/03,1700,14,m,1.5
2003,9,9,09/09/03,1700,14.5,m,1.5
2003,9,9,09/09/03,1700,12,f,1.5
2003,9,9,09/09/03,1400,6,m,1.5
2003,9,9,09/09/03,1700,17,m,1.5
2003,9,9,09/09/03,1700,17,m,1.5
2003,9,9,09/09/03,NA,13,m,1.5
2003,9,9,09/09/03,1500,14,f,1.5
2003,9,9,09/09/03,950,14,m,1.5
2003,9,9,09/09/03,2000,14,f,1.5
2003,9,9,09/09/03,1700,12,m,1.5
2003,9,9,09/09/03,1600,11,m,1.5
2003,9,9,09/09/03,NA,15,f,1.5
2003,9,9,09/09/03,1900,10,f,1.5
2003,9,9,09/09/03,1800,13,f,1.5
2003,9,9,09/09/03,1600,8.5,m,1.5
2003,9,9,09/09/03,1700,12,m,1.5
2003,9,9,09/09/03,1300,12,f,1.5
2003,9,9,09/09/03,1450,12,m,1.5
2003,9,9,09/09/03,1900,11,m,1.5
2003,9,10,10/09/03,1400,17,f,1.5
2003,9,10,10/09/03,900,10,m,1.5
2003,9,10,10/09/03,1420,13,m,1.5
2003,9,10,10/09/03,800,14,f,1.5
2003,9,10,10/09/03,900,12,m,1.5
2003,9,10,10/09/03,1450,14.2,f,1.5
2003,9,10,10/09/03,2200,14,m,1.5
2003,9,10,10/09/03,2200,17.5,m,1.5
2003,9,10,10/09/03,1750,14.8,m,1.5
2003,9,10,10/09/03,1750,16.6,m,1.5
2003,9,10,10/09/03,1390,11.5,m,1.5
2003,9,10,10/09/03,950,15,f,1.5
2003,9,10,10/09/03,950,13,m,1.5
2003,9,10,10/09/03,1700,11.2,m,1.5
2003,9,10,10/09/03,1450,14,m,1.5
2003,9,10,10/09/03,1900,15.8,f,1.5
2003,9,10,10/09/03,1900,12.5,m,1.5
2003,9,10,10/09/03,NA,12.2,f,1.5
2003,9,10,10/09/03,1300,15,m,1.5
2003,9,10,10/09/03,650,16,m,1.5
2003,9,10,10/09/03,1500,9.5,m,1.5
2003,9,10,10/09/03,1600,11,f,1.5
2003,9,10,10/09/03,1000,14.2,m,1.5
2003,9,10,10/09/03,1700,15,f,1.5
2003,9,10,10/09/03,2000,15,f,1.5
2003,9,10,10/09/03,NA,10,m,1.5
2003,9,10,10/09/03,1200,12,f,1.5
2003,9,10,10/09/03,1200,12.5,f,1.5
2003,9,10,10/09/03,1600,14.4,m,1.5
2003,9,10,10/09/03,1850,14,f,1.5
2003,9,10,10/09/03,1600,14.5,f,1.5
2003,9,10,10/09/03,1500,10,f,1.5
2003,9,10,10/09/03,950,14.5,m,1.5
2003,9,10,10/09/03,1700,12,m,1.5
2003,9,10,10/09/03,2000,10,m,1.5
2003,9,10,10/09/03,1150,14,f,1.5
2003,9,10,10/09/03,1570,12,f,1.5
2003,9,10,10/09/03,1570,12,f,1.5
2003,9,10,10/09/03,1570,14,m,1.5
2003,9,10,10/09/03,NA,14.5,m,1.5
2003,9,10,10/09/03,1600,14,f,1.5
2003,9,10,10/09/03,1750,15,m,1.5
2003,9,10,10/09/03,1750,11,m,1.5
2003,9,10,10/09/03,1450,14,m,1.5
2003,9,11,11/09/03,2100,13,f,1.5
2003,9,11,11/09/03,1400,13,m,1.5
2003,9,11,11/09/03,1400,13.5,f,1.5
2003,9,11,11/09/03,1500,9,f,1.5
2003,9,11,11/09/03,1000,14.5,f,1.5
2003,9,11,11/09/03,1000,14,m,1.5
2003,9,11,11/09/03,1450,15.5,m,1.5
2003,9,11,11/09/03,2000,13,f,1.5
2003,9,11,11/09/03,1900,15,f,1.5
2003,9,11,11/09/03,1600,17,m,1.5
2003,9,11,11/09/03,1300,9.5,f,1.5
2003,9,11,11/09/03,950,12,f,1.5
2003,9,11,11/09/03,NA,12,f,1.5
2003,9,11,11/09/03,1700,13,m,1.5
2003,9,11,11/09/03,NA,13.7,f,1.5
2003,9,11,11/09/03,2450,18,f,1.5
2003,9,11,11/09/03,1750,13.5,m,1.5
2003,9,11,11/09/03,2000,13,f,1.5
2003,9,11,11/09/03,1200,17,f,1.5
2003,9,11,11/09/03,1900,17,m,1.5
2003,9,11,11/09/03,NA,11.8,m,1.5
2003,9,11,11/09/03,1100,18.8,m,1.5
2003,9,11,11/09/03,2100,17,m,1.5
2003,9,11,11/09/03,1600,15.6,f,1.5
2003,9,11,11/09/03,1600,17,m,1.5
2003,9,11,11/09/03,NA,14.5,m,1.5
2003,9,11,11/09/03,1800,14,f,1.5
2003,9,11,11/09/03,NA,16,f,1.5
2003,9,11,11/09/03,500,15,f,1.5
2003,9,11,11/09/03,1660,14,m,1.5
2003,9,11,11/09/03,1450,13,m,1.5
2003,9,11,11/09/03,1700,14,m,1.5
2003,9,11,11/09/03,NA,12,m,1.5
2003,9,11,11/09/03,800,12,m,1.5
2003,9,11,11/09/03,NA,10,f,1.5
2003,9,11,11/09/03,1300,12,m,1.5
2003,9,11,11/09/03,1800,13,m,1.5
2003,9,11,11/09/03,1300,10,m,1.5
2003,9,11,11/09/03,1800,13,m,1.5
2003,9,11,11/09/03,NA,16,f,1.5
2003,9,11,11/09/03,NA,14,m,1.5
2003,9,11,11/09/03,NA,15.2,f,1.5
2003,9,11,11/09/03,NA,15.5,f,1.5
2003,9,11,11/09/03,1500,13.5,m,1.5
2003,9,11,11/09/03,NA,10,m,1.5
2003,9,11,11/09/03,1950,9,f,1.5
2003,9,11,11/09/03,1800,19,m,1.5
2003,9,12,12/09/03,1600,10.5,f,1.5
2003,9,12,12/09/03,1670,13,f,1.5
2003,9,12,12/09/03,1100,18,f,1.5
2003,9,12,12/09/03,1850,13,m,1.5
2003,9,12,12/09/03,1600,17,m,1.5
2003,9,12,12/09/03,1570,13,f,1.5
2003,9,12,12/09/03,2000,16,f,1.5
2003,9,12,12/09/03,1600,15.5,f,1.5
2003,9,12,12/09/03,1600,12,m,1.5
2003,9,12,12/09/03,NA,10.1,f,1.5
2003,9,12,12/09/03,1750,13,m,1.5
2003,9,12,12/09/03,1800,17,f,1.5
2003,9,12,12/09/03,2300,18.5,m,1.5
2003,9,12,12/09/03,2200,13.5,m,1.5
2003,9,12,12/09/03,1900,12.5,m,1.5
2003,9,12,12/09/03,1600,20,m,1.5
2003,9,12,12/09/03,1550,18.5,m,1.5
2003,9,12,12/09/03,1000,12.9,m,1.5
2003,9,12,12/09/03,1300,15.5,m,1.5
2003,9,12,12/09/03,1250,12,f,1.5
2003,9,12,12/09/03,1900,NA,f,1.5
2003,9,12,12/09/03,800,11.2,f,1.5
2003,9,12,12/09/03,650,12,m,1.5
2003,9,12,12/09/03,NA,15.2,m,1.5
2003,9,12,12/09/03,1800,11,f,1.5
2003,9,12,12/09/03,NA,13,m,1.5
2003,9,12,12/09/03,1500,9.2,f,1.5
2003,9,12,12/09/03,1600,9.5,f,1.5
2003,9,12,12/09/03,NA,14,m,1.5
2003,9,12,12/09/03,1870,16.2,f,1.5
2003,9,12,12/09/03,1870,15,m,1.5
2003,9,12,12/09/03,1900,14.9,f,1.5
2003,9,12,12/09/03,500,13,f,1.5
2003,9,12,12/09/03,1800,16,m,1.5
2003,9,12,12/09/03,NA,14,f,1.5
2003,9,12,12/09/03,2000,7.5,m,1.5
2003,9,12,12/09/03,1650,13.5,f,1.5
2003,9,12,12/09/03,1200,10,m,1.5
2003,9,12,12/09/03,1500,14,f,1.5
2003,9,12,12/09/03,1900,NA,f,1.5
2003,9,12,12/09/03,1900,10.5,m,1.5
2003,9,12,12/09/03,1800,9,f,1.5
2003,9,12,12/09/03,1800,7,f,1.5
2003,9,12,12/09/03,1300,15,f,1.5
2003,9,13,13/09/03,2100,10,f,1.5
2003,9,13,13/09/03,1400,10.5,f,1.5
2003,9,13,13/09/03,1500,12.5,m,1.5
2003,9,13,13/09/03,950,14,f,1.5
2003,9,13,13/09/03,1850,16,m,1.5
2003,9,13,13/09/03,1360,17,f,1.5
2003,9,13,13/09/03,1200,16,m,1.5
2003,9,13,13/09/03,1900,16,m,1.5
2003,9,13,13/09/03,2400,22,f,1.5
2003,9,13,13/09/03,1900,15,f,1.5
2003,9,13,13/09/03,NA,11,f,1.5
2003,9,13,13/09/03,1700,18.5,m,1.5
2003,9,13,13/09/03,1650,14,f,1.5
2003,9,13,13/09/03,1600,17.2,f,1.5
2003,9,13,13/09/03,NA,22,m,1.5
2003,9,13,13/09/03,1600,12,m,1.5
2003,9,13,13/09/03,1800,14.5,m,1.5
2003,9,13,13/09/03,1540,15.5,f,1.5
2003,9,13,13/09/03,1800,26.5,m,1.5
2003,9,13,13/09/03,1150,12,f,1.5
2003,9,13,13/09/03,600,16,m,1.5
2003,9,13,13/09/03,2100,13.2,f,1.5
2003,9,13,13/09/03,1600,11,m,1.5
2003,9,13,13/09/03,1400,13,f,1.5
2003,9,13,13/09/03,1800,16.8,f,1.5
2003,9,13,13/09/03,1800,13,f,1.5
2003,9,13,13/09/03,1600,12.8,f,1.5
2003,9,13,13/09/03,1700,14.8,m,1.5
2003,9,13,13/09/03,1500,15.5,m,1.5
2003,9,13,13/09/03,1500,12,m,1.5
2003,9,13,13/09/03,NA,13,m,1.5
2003,9,13,13/09/03,2000,12,m,1.5
2003,9,13,13/09/03,2000,12,f,1.5
2003,9,13,13/09/03,1600,16,m,1.5
2003,9,13,13/09/03,NA,16,m,1.5
2003,9,13,13/09/03,1700,10,f,1.5
2003,9,13,13/09/03,1600,14,m,1.5
2003,9,13,13/09/03,1650,11,m,1.5
2003,9,13,13/09/03,1600,18,f,1.5
2003,9,13,13/09/03,1600,14.5,f,1.5
2003,9,13,13/09/03,1900,9.5,f,1.5
2003,9,13,13/09/03,1900,13.2,m,1.5
2003,9,13,13/09/03,900,13,m,1.5
2003,9,13,13/09/03,NA,15,m,1.5
2003,9,14,14/09/03,1700,13,m,1.5
2003,9,14,14/09/03,500,15,m,1.5
2003,9,14,14/09/03,1700,14,f,1.5
2003,9,14,14/09/03,900,13,m,1.5
2003,9,14,14/09/03,2200,16,m,1.5
2003,9,14,14/09/03,1000,15,f,1.5
2003,9,14,14/09/03,1400,15.5,f,1.5
2003,9,14,14/09/03,NA,16.8,m,1.5
2003,9,14,14/09/03,NA,17,m,1.5
2003,9,14,14/09/03,1600,15,m,1.5
2003,9,14,14/09/03,1850,15,f,1.5
2003,9,14,14/09/03,1800,21.4,f,1.5
2003,9,14,14/09/03,1200,15,m,1.5
2003,9,14,14/09/03,2100,15,m,1.5
2003,9,14,14/09/03,2000,16,f,1.5
2003,9,14,14/09/03,1150,13,m,1.5
2003,9,14,14/09/03,1000,13,f,1.5
2003,9,14,14/09/03,1700,NA,f,1.5
2003,9,14,14/09/03,1660,12,m,1.5
2003,9,14,14/09/03,1850,10,f,1.5
2003,9,14,14/09/03,1400,8,m,1.5
2003,9,14,14/09/03,NA,14,f,1.5
2003,9,14,14/09/03,1900,13,m,1.5
2003,9,14,14/09/03,NA,14,m,1.5
2003,9,14,14/09/03,1700,18,f,1.5
2003,9,14,14/09/03,1650,14.5,m,1.5
2003,9,14,14/09/03,2000,NA,m,1.5
2003,9,14,14/09/03,1950,11.2,m,1.5
2003,9,14,14/09/03,1800,10,f,1.5
2003,9,14,14/09/03,1700,13,f,1.5
2003,9,14,14/09/03,NA,10.5,f,1.5
2003,9,14,14/09/03,1800,12.5,f,1.5
2003,9,14,14/09/03,1700,11,f,1.5
2003,9,15,15/09/03,260,11,m,1.5
2003,9,15,15/09/03,1750,8,f,1.5
2003,9,15,15/09/03,700,13.5,m,1.5
2003,9,15,15/09/03,1450,17,m,1.5
2003,9,15,15/09/03,1570,12.5,f,1.5
2003,9,15,15/09/03,NA,18,m,1.5
2003,9,15,15/09/03,1360,18.5,m,1.5
2003,9,15,15/09/03,2200,18.6,f,1.5
2003,9,15,15/09/03,1800,14.5,f,1.5
2003,9,15,15/09/03,1100,12,m,1.5
2003,9,15,15/09/03,2100,16,f,1.5
2003,9,15,15/09/03,1900,17.1,m,1.5
2003,9,15,15/09/03,850,8,f,1.5
