year,month,day,date,elevation,weight,sex,age
1992,9,7,07/09/92,1800,17,m,1.5
1992,9,7,07/09/92,1700,20,m,1.5
1992,9,7,07/09/92,1200,19,m,1.5
1992,9,7,07/09/92,1800,18,m,1.5
1992,9,7,07/09/92,900,12,m,1.5
1992,9,7,07/09/92,950,12,f,1.5
1992,9,7,07/09/92,1500,16,m,1.5
1992,9,7,07/09/92,1500,13,m,1.5
1992,9,7,07/09/92,1450,16,m,1.5
1992,9,7,07/09/92,1650,13,m,1.5
1992,9,7,07/09/92,800,16,m,1.5
1992,9,7,07/09/92,1450,16,m,1.5
1992,9,7,07/09/92,1570,20,m,1.5
1992,9,7,07/09/92,1700,18,m,1.5
1992,9,7,07/09/92,1530,18.5,m,1.5
1992,9,7,07/09/92,1750,NA,f,1.5
1992,9,7,07/09/92,1600,17,f,1.5
1992,9,7,07/09/92,1600,18,m,1.5
1992,9,7,07/09/92,2050,18,m,1.5
1992,9,7,07/09/92,1600,15,f,1.5
1992,9,7,07/09/92,950,NA,m,1.5
1992,9,7,07/09/92,1100,15,m,1.5
1992,9,7,07/09/92,1800,17,f,1.5
1992,9,7,07/09/92,800,NA,f,1.5
1992,9,7,07/09/92,1600,18,m,1.5
1992,9,7,07/09/92,1800,18,m,1.5
1992,9,7,07/09/92,1900,17,m,1.5
1992,9,7,07/09/92,1600,15,m,1.5
1992,9,7,07/09/92,1230,18,f,1.5
1992,9,7,07/09/92,1900,15.7,m,1.5
1992,9,7,07/09/92,1500,13,f,1.5
1992,9,7,07/09/92,2100,17,m,1.5
1992,9,7,07/09/92,1400,13.5,f,1.5
1992,9,7,07/09/92,1550,16,f,1.5
1992,9,7,07/09/92,600,13,f,1.5
1992,9,7,07/09/92,1900,18,m,1.5
1992,9,7,07/09/92,1700,16,m,1.5
1992,9,7,07/09/92,1700,22,m,1.5
1992,9,7,07/09/92,1800,14,m,1.5
1992,9,7,07/09/92,NA,NA,m,1.5
1992,9,7,07/09/92,1700,21,f,1.5
1992,9,7,07/09/92,1850,NA,f,1.5
1992,9,7,07/09/92,2000,18,m,1.5
1992,9,7,07/09/92,1700,16,m,1.5
1992,9,8,08/09/92,1300,16.8,f,1.5
1992,9,8,08/09/92,2050,15.9,f,1.5
1992,9,8,08/09/92,1370,17.2,f,1.5
1992,9,8,08/09/92,1570,23,m,1.5
1992,9,8,08/09/92,1360,17.9,m,1.5
1992,9,8,08/09/92,1600,14.5,m,1.5
1992,9,8,08/09/92,1530,16,m,1.5
1992,9,8,08/09/92,1500,20.5,m,1.5
1992,9,8,08/09/92,NA,20.5,f,1.5
1992,9,8,08/09/92,650,17,f,1.5
1992,9,8,08/09/92,1750,15,m,1.5
1992,9,8,08/09/92,2050,12.7,m,1.5
1992,9,8,08/09/92,1200,16,m,1.5
1992,9,8,08/09/92,1900,17.2,m,1.5
1992,9,8,08/09/92,NA,15.5,m,1.5
1992,9,8,08/09/92,1450,14,m,1.5
1992,9,8,08/09/92,1200,17,m,1.5
1992,9,8,08/09/92,2000,14,f,1.5
1992,9,8,08/09/92,2000,12,m,1.5
1992,9,8,08/09/92,NA,11,m,1.5
1992,9,8,08/09/92,1800,17,f,1.5
1992,9,8,08/09/92,1900,13,f,1.5
1992,9,8,08/09/92,NA,16,f,1.5
1992,9,9,09/09/92,1000,16,f,1.5
1992,9,9,09/09/92,1800,14,m,1.5
1992,9,9,09/09/92,1450,20,m,1.5
1992,9,9,09/09/92,2400,18,m,1.5
1992,9,9,09/09/92,2400,20,m,1.5
1992,9,9,09/09/92,NA,16,m,1.5
1992,9,9,09/09/92,2200,19,m,1.5
1992,9,9,09/09/92,NA,17,m,1.5
1992,9,9,09/09/92,1400,17,f,1.5
1992,9,9,09/09/92,1700,18,m,1.5
1992,9,9,09/09/92,1900,20.5,m,1.5
1992,9,9,09/09/92,1800,20.3,m,1.5
1992,9,9,09/09/92,1280,12.1,m,1.5
1992,9,9,09/09/92,1100,11.5,m,1.5
1992,9,9,09/09/92,2100,16,f,1.5
1992,9,11,11/09/92,1600,14.5,m,1.5
1992,9,11,11/09/92,1000,12,m,1.5
1992,9,11,11/09/92,1700,15,f,1.5
1992,9,11,11/09/92,1700,16,m,1.5
1992,9,11,11/09/92,1400,17.5,f,1.5
1992,9,11,11/09/92,1530,21,f,1.5
1992,9,11,11/09/92,900,16.7,m,1.5
1992,9,11,11/09/92,2050,11.3,m,1.5
1992,9,11,11/09/92,2300,NA,m,1.5
1992,9,11,11/09/92,2300,14.5,m,1.5
1992,9,11,11/09/92,2000,18.2,m,1.5
1992,9,11,11/09/92,1800,17.5,m,1.5
1992,9,11,11/09/92,NA,16.7,f,1.5
1992,9,11,11/09/92,1600,18,f,1.5
1992,9,11,11/09/92,1540,17.3,f,1.5
1992,9,11,11/09/92,1100,15,f,1.5
1992,9,11,11/09/92,1800,17,m,1.5
1992,9,11,11/09/92,1700,17,f,1.5
1992,9,11,11/09/92,2200,19,m,1.5
1992,9,11,11/09/92,500,16,m,1.5
1992,9,12,12/09/92,1400,17,f,1.5
1992,9,12,12/09/92,950,11.5,f,1.5
1992,9,12,12/09/92,1600,22,m,1.5
1992,9,12,12/09/92,2000,17,m,1.5
1992,9,12,12/09/92,1800,16,m,1.5
1992,9,12,12/09/92,NA,14,m,1.5
1992,9,12,12/09/92,1800,16,m,1.5
1992,9,12,12/09/92,1550,16,m,1.5
1992,9,12,12/09/92,1700,16,m,1.5
1992,9,12,12/09/92,1500,NA,f,1.5
1992,9,12,12/09/92,NA,16,f,1.5
1992,9,13,13/09/92,1650,14,m,1.5
1992,9,13,13/09/92,900,16,m,1.5
1992,9,13,13/09/92,1400,13,m,1.5
1992,9,13,13/09/92,NA,16,m,1.5
1992,9,13,13/09/92,1250,14.5,m,1.5
1992,9,13,13/09/92,1000,16,m,1.5
1992,9,13,13/09/92,NA,14,m,1.5
1992,9,13,13/09/92,1800,18,m,1.5
1992,9,13,13/09/92,NA,20,f,1.5
1992,9,13,13/09/92,1400,16,f,1.5
1992,9,13,13/09/92,1420,18,m,1.5
1992,9,13,13/09/92,1900,15,m,1.5
1992,9,13,13/09/92,1000,17,m,1.5
1992,9,13,13/09/92,1800,18.5,m,1.5
1992,9,13,13/09/92,1900,28,m,1.5
1992,9,13,13/09/92,1800,NA,m,1.5
1992,9,13,13/09/92,1700,14,m,1.5
1992,9,13,13/09/92,NA,16,m,1.5
1992,9,13,13/09/92,1700,17,m,1.5
1992,9,13,13/09/92,1850,21.5,m,1.5
1992,9,13,13/09/92,1900,16,m,1.5
1992,9,14,14/09/92,1200,17,f,1.5
1992,9,14,14/09/92,1900,16.5,m,1.5
1992,9,14,14/09/92,1800,19,m,1.5
1992,9,14,14/09/92,2000,19,f,1.5
1992,9,14,14/09/92,2400,17,m,1.5
1992,9,14,14/09/92,1700,18,m,1.5
1992,9,14,14/09/92,1700,16,f,1.5
1992,9,14,14/09/92,1650,14,f,1.5
1992,9,16,16/09/92,1400,18,f,1.5
1992,9,16,16/09/92,1150,18,f,1.5
1992,9,16,16/09/92,1150,14,m,1.5
1992,9,16,16/09/92,NA,16,f,1.5
1992,9,16,16/09/92,2000,17,f,1.5
1992,9,16,16/09/92,NA,17,f,1.5
1992,9,16,16/09/92,NA,17.5,m,1.5
1992,9,16,16/09/92,2000,22,f,1.5
1992,9,16,16/09/92,1100,15,m,1.5
1992,9,16,16/09/92,2000,22,m,1.5
1992,9,16,16/09/92,2200,16,m,1.5
1992,9,16,16/09/92,1600,17.3,m,1.5
1992,9,16,16/09/92,2150,17.5,m,1.5
1992,9,16,16/09/92,1700,15,m,1.5
1992,9,16,16/09/92,1300,12,f,1.5
1992,9,16,16/09/92,NA,16,m,1.5
1992,9,16,16/09/92,1650,17.5,f,1.5
1992,9,16,16/09/92,NA,12,m,1.5
1992,9,16,16/09/92,800,16,f,1.5
1992,9,16,16/09/92,1800,15,f,1.5
1992,9,17,17/09/92,1900,18,m,1.5
1992,9,17,17/09/92,1350,19,f,1.5
1992,9,17,17/09/92,1700,17,m,1.5
1992,9,17,17/09/92,2100,14,m,1.5
1992,9,17,17/09/92,1900,14,m,1.5
1992,9,17,17/09/92,1000,14,m,1.5
1992,9,17,17/09/92,1700,20,m,1.5
1992,9,17,17/09/92,1200,10,m,1.5
1992,9,17,17/09/92,1900,18,m,1.5
1992,9,18,18/09/92,NA,18,f,1.5
1992,9,18,18/09/92,850,17,m,1.5
1992,9,18,18/09/92,1700,15,m,1.5
1992,9,18,18/09/92,600,12,m,1.5
1992,9,18,18/09/92,1650,15,f,1.5
1992,9,21,21/09/92,1100,16,m,1.5
1992,9,21,21/09/92,NA,14.9,f,1.5
1992,9,21,21/09/92,1850,14.7,f,1.5
1992,9,21,21/09/92,1200,14,m,1.5
1992,9,21,21/09/92,600,11.1,m,1.5
1992,9,22,22/09/92,1100,16,f,1.5
1992,9,22,22/09/92,1360,12.5,f,1.5
1992,9,22,22/09/92,NA,18,m,1.5
1992,9,22,22/09/92,1500,15,m,1.5
1992,9,23,23/09/92,NA,14,m,1.5
1992,9,23,23/09/92,NA,16,m,1.5
1992,9,23,23/09/92,1700,16,m,1.5
1993,9,7,07/09/93,260,15.5,f,1.5
1993,9,7,07/09/93,1200,16.1,f,1.5
1993,9,7,07/09/93,1400,15.5,f,1.5
1993,9,7,07/09/93,1400,12.5,f,1.5
1993,9,7,07/09/93,1800,15.5,m,1.5
1993,9,7,07/09/93,1450,18.5,m,1.5
1993,9,7,07/09/93,NA,17,m,1.5
1993,9,7,07/09/93,NA,14.5,f,1.5
1993,9,7,07/09/93,1530,18,f,1.5
1993,9,7,07/09/93,1530,19,m,1.5
1993,9,7,07/09/93,1200,NA,m,1.5
1993,9,7,07/09/93,1200,19,m,1.5
1993,9,7,07/09/93,1200,17,m,1.5
1993,9,7,07/09/93,1600,18,f,1.5
1993,9,7,07/09/93,NA,NA,f,1.5
1993,9,7,07/09/93,2050,17.5,m,1.5
1993,9,7,07/09/93,NA,21.9,m,1.5
1993,9,7,07/09/93,1450,15.5,m,1.5
1993,9,7,07/09/93,NA,18,f,1.5
1993,9,7,07/09/93,1600,18,m,1.5
1993,9,7,07/09/93,1850,18.6,m,1.5
1993,9,7,07/09/93,1400,16.5,f,1.5
1993,9,7,07/09/93,1400,16.5,f,1.5
1993,9,7,07/09/93,2100,13.5,m,1.5
1993,9,7,07/09/93,1800,17.3,m,1.5
1993,9,7,07/09/93,1900,17,m,1.5
1993,9,7,07/09/93,1400,16,m,1.5
1993,9,7,07/09/93,NA,14,f,1.5
1993,9,7,07/09/93,500,14,m,1.5
1993,9,7,07/09/93,NA,20,f,1.5
1993,9,7,07/09/93,1700,12,m,1.5
1993,9,8,08/09/93,1700,17.5,m,1.5
1993,9,8,08/09/93,1050,16,m,1.5
1993,9,8,08/09/93,1550,13,f,1.5
1993,9,8,08/09/93,950,10,m,1.5
1993,9,8,08/09/93,NA,15,m,1.5
1993,9,8,08/09/93,1800,16,m,1.5
1993,9,8,08/09/93,NA,14.5,f,1.5
1993,9,8,08/09/93,1400,15,m,1.5
1993,9,8,08/09/93,1800,12,f,1.5
1993,9,8,08/09/93,1800,19,m,1.5
1993,9,8,08/09/93,1700,13.5,m,1.5
1993,9,9,09/09/93,NA,16.5,f,1.5
1993,9,9,09/09/93,1050,16.5,m,1.5
1993,9,9,09/09/93,1800,18.1,m,1.5
1993,9,9,09/09/93,1530,18,m,1.5
1993,9,9,09/09/93,2200,18,m,1.5
1993,9,9,09/09/93,1600,20,m,1.5
1993,9,9,09/09/93,1100,18,m,1.5
1993,9,9,09/09/93,NA,17,f,1.5
1993,9,9,09/09/93,NA,16,m,1.5
1993,9,9,09/09/93,NA,18,m,1.5
1993,9,9,09/09/93,NA,19,f,1.5
1993,9,11,11/09/93,1700,14.5,m,1.5
1993,9,11,11/09/93,1150,16,f,1.5
1993,9,11,11/09/93,1450,17,m,1.5
1993,9,11,11/09/93,1450,17,m,1.5
1993,9,11,11/09/93,2100,15.4,f,1.5
1993,9,11,11/09/93,1700,22,m,1.5
1993,9,11,11/09/93,NA,14.3,m,1.5
1993,9,11,11/09/93,2200,16.5,m,1.5
1993,9,11,11/09/93,1530,19,m,1.5
1993,9,11,11/09/93,1530,20,m,1.5
1993,9,11,11/09/93,2200,15.5,m,1.5
1993,9,11,11/09/93,1800,16.5,m,1.5
1993,9,11,11/09/93,800,15,m,1.5
1993,9,11,11/09/93,800,13,m,1.5
1993,9,11,11/09/93,1800,22,m,1.5
1993,9,11,11/09/93,2000,14.6,m,1.5
1993,9,11,11/09/93,2000,21.5,m,1.5
1993,9,11,11/09/93,1100,12.9,f,1.5
1993,9,11,11/09/93,2400,17,m,1.5
1993,9,11,11/09/93,2150,23,m,1.5
1993,9,11,11/09/93,1800,14.5,m,1.5
1993,9,11,11/09/93,1200,18,m,1.5
1993,9,11,11/09/93,2100,17,m,1.5
1993,9,11,11/09/93,2100,16,m,1.5
1993,9,11,11/09/93,1600,16,m,1.5
1993,9,11,11/09/93,1900,16.5,m,1.5
1993,9,11,11/09/93,1720,20,m,1.5
1993,9,12,12/09/93,2400,18,m,1.5
1993,9,12,12/09/93,1800,17,m,1.5
1993,9,12,12/09/93,1350,16,m,1.5
1993,9,12,12/09/93,1200,17.2,m,1.5
1993,9,12,12/09/93,1800,18,f,1.5
1993,9,12,12/09/93,1000,17.5,f,1.5
1993,9,12,12/09/93,1390,16.5,m,1.5
1993,9,12,12/09/93,2100,NA,m,1.5
1993,9,12,12/09/93,1400,17.5,m,1.5
1993,9,12,12/09/93,1900,13.6,f,1.5
1993,9,12,12/09/93,1800,16,m,1.5
1993,9,12,12/09/93,1000,16,m,1.5
1993,9,12,12/09/93,1430,17.5,m,1.5
1993,9,12,12/09/93,1850,14.5,m,1.5
1993,9,12,12/09/93,2000,12.5,m,1.5
1993,9,12,12/09/93,1880,14,f,1.5
1993,9,12,12/09/93,1700,12.5,m,1.5
1993,9,12,12/09/93,2100,14.5,m,1.5
1993,9,12,12/09/93,1900,19,m,1.5
1993,9,12,12/09/93,1900,15.5,m,1.5
1993,9,13,13/09/93,1450,17,f,1.5
1993,9,13,13/09/93,1450,15,m,1.5
1993,9,13,13/09/93,260,NA,m,1.5
1993,9,13,13/09/93,1100,17,m,1.5
1993,9,13,13/09/93,2000,16.5,m,1.5
1993,9,14,14/09/93,800,12.5,m,1.5
1993,9,14,14/09/93,NA,22,m,1.5
1993,9,14,14/09/93,2200,13.5,m,1.5
1993,9,14,14/09/93,1100,15.5,m,1.5
1993,9,14,14/09/93,2100,16,m,1.5
1993,9,16,16/09/93,1800,18,m,1.5
1993,9,16,16/09/93,1250,17,f,1.5
1993,9,16,16/09/93,1050,17,m,1.5
1993,9,16,16/09/93,1800,20,m,1.5
1993,9,16,16/09/93,1450,19,m,1.5
1993,9,16,16/09/93,2050,13.5,f,1.5
1993,9,16,16/09/93,1900,16.4,m,1.5
1993,9,16,16/09/93,1600,20,m,1.5
1993,9,16,16/09/93,2100,18.5,m,1.5
1993,9,16,16/09/93,1540,15.7,m,1.5
1993,9,16,16/09/93,NA,11,m,1.5
1993,9,16,16/09/93,2300,16,f,1.5
1993,9,16,16/09/93,1800,18,m,1.5
1993,9,17,17/09/93,1600,19.3,f,1.5
1993,9,17,17/09/93,2200,17,f,1.5
1993,9,17,17/09/93,NA,13,m,1.5
1993,9,17,17/09/93,1100,13,m,1.5
1993,9,17,17/09/93,1800,NA,m,1.5
1993,9,17,17/09/93,1600,NA,f,1.5
1993,9,17,17/09/93,1900,17,m,1.5
1993,9,18,18/09/93,260,13.5,m,1.5
1993,9,18,18/09/93,900,19.5,m,1.5
1993,9,18,18/09/93,2200,18,m,1.5
1993,9,18,18/09/93,1800,15,m,1.5
1993,9,18,18/09/93,NA,18.5,m,1.5
1993,9,18,18/09/93,1800,14.9,m,1.5
1993,9,18,18/09/93,1850,15.5,m,1.5
1993,9,18,18/09/93,1800,15,m,1.5
1993,9,18,18/09/93,1900,16.5,m,1.5
1993,9,18,18/09/93,1850,19.5,m,1.5
1993,9,18,18/09/93,1700,14,f,1.5
1993,9,18,18/09/93,1500,15,m,1.5
1993,9,18,18/09/93,1400,12,f,1.5
1993,9,18,18/09/93,1670,15.5,m,1.5
1993,9,18,18/09/93,1800,15.5,f,1.5
1993,9,18,18/09/93,1900,17.5,m,1.5
1993,9,20,20/09/93,NA,13,f,1.5
1993,9,20,20/09/93,NA,12,m,1.5
1993,9,20,20/09/93,900,16,f,1.5
1993,9,20,20/09/93,2400,18,m,1.5
1993,9,20,20/09/93,1750,NA,m,1.5
1993,9,20,20/09/93,1800,16,m,1.5
1993,9,20,20/09/93,600,14,f,1.5
1993,9,20,20/09/93,1800,NA,m,1.5
1993,9,20,20/09/93,1300,16,m,1.5
1993,9,20,20/09/93,NA,17,m,1.5
1993,9,21,21/09/93,NA,17,m,1.5
1993,9,21,21/09/93,1400,16,m,1.5
1993,9,21,21/09/93,1800,17,m,1.5
1993,9,21,21/09/93,2300,15,m,1.5
1993,9,21,21/09/93,1850,17.3,m,1.5
1993,9,21,21/09/93,NA,15,f,1.5
1993,9,21,21/09/93,1000,17,m,1.5
1993,9,21,21/09/93,1100,10.5,m,1.5
1993,9,21,21/09/93,1300,13,m,1.5
1993,9,21,21/09/93,1650,12.5,f,1.5
1993,9,22,22/09/93,1000,16,m,1.5
1993,9,22,22/09/93,1700,11.5,f,1.5
1993,9,22,22/09/93,1700,15,m,1.5
1993,9,22,22/09/93,NA,14,m,1.5
1993,9,23,23/09/93,2400,17,f,1.5
1993,9,23,23/09/93,1100,14.6,m,1.5
1993,9,23,23/09/93,1200,16.7,f,1.5
1993,9,23,23/09/93,1100,9.5,m,1.5
1994,9,7,07/09/94,900,12,f,1.5
1994,9,7,07/09/94,NA,13,f,1.5
1994,9,7,07/09/94,1600,17,f,1.5
1994,9,7,07/09/94,1600,16,m,1.5
1994,9,7,07/09/94,750,17.3,f,1.5
1994,9,7,07/09/94,1200,17,m,1.5
1994,9,7,07/09/94,1100,NA,m,1.5
1994,9,7,07/09/94,1600,14.5,m,1.5
1994,9,7,07/09/94,1500,16.5,f,1.5
1994,9,7,07/09/94,950,18,m,1.5
1994,9,7,07/09/94,950,16.5,m,1.5
1994,9,7,07/09/94,1800,12,f,1.5
1994,9,7,07/09/94,1300,15.5,f,1.5
1994,9,7,07/09/94,NA,18,m,1.5
1994,9,7,07/09/94,600,15,m,1.5
1994,9,7,07/09/94,NA,NA,f,1.5
1994,9,7,07/09/94,1800,24,m,1.5
1994,9,7,07/09/94,NA,15,f,1.5
1994,9,7,07/09/94,NA,14,f,1.5
1994,9,8,08/09/94,1850,12.5,m,1.5
1994,9,8,08/09/94,1200,14,m,1.5
1994,9,8,08/09/94,2400,19,m,1.5
1994,9,8,08/09/94,1800,19,f,1.5
1994,9,8,08/09/94,1600,20,m,1.5
1994,9,8,08/09/94,800,16.5,f,1.5
1994,9,8,08/09/94,1750,15,m,1.5
1994,9,8,08/09/94,1750,15,m,1.5
1994,9,8,08/09/94,NA,14.3,m,1.5
1994,9,8,08/09/94,2050,15,f,1.5
1994,9,8,08/09/94,2300,15,m,1.5
1994,9,8,08/09/94,2000,17,m,1.5
1994,9,8,08/09/94,1500,15.5,m,1.5
1994,9,8,08/09/94,1800,13.5,m,1.5
1994,9,8,08/09/94,1300,19,m,1.5
1994,9,8,08/09/94,1650,14,m,1.5
1994,9,8,08/09/94,1800,15,m,1.5
1994,9,9,09/09/94,1500,12.5,f,1.5
1994,9,9,09/09/94,1650,17.5,m,1.5
1994,9,9,09/09/94,1900,14,m,1.5
1994,9,9,09/09/94,1100,14,f,1.5
1994,9,9,09/09/94,1000,11,f,1.5
1994,9,9,09/09/94,2000,16.1,m,1.5
1994,9,9,09/09/94,NA,18,m,1.5
1994,9,9,09/09/94,1000,18,m,1.5
1994,9,9,09/09/94,1500,14,m,1.5
1994,9,9,09/09/94,800,14,f,1.5
1994,9,9,09/09/94,950,15,m,1.5
1994,9,9,09/09/94,1300,15,m,1.5
1994,9,9,09/09/94,1500,13.5,f,1.5
1994,9,9,09/09/94,2300,18,f,1.5
1994,9,9,09/09/94,1850,13.7,f,1.5
1994,9,9,09/09/94,1800,14,f,1.5
1994,9,9,09/09/94,2100,14,f,1.5
1994,9,9,09/09/94,NA,18.5,f,1.5
1994,9,9,09/09/94,1000,16,f,1.5
1994,9,9,09/09/94,1800,18,m,1.5
1994,9,9,09/09/94,1900,14,m,1.5
1994,9,9,09/09/94,1200,18,f,1.5
1994,9,11,11/09/94,NA,18,m,1.5
1994,9,11,11/09/94,1900,17,m,1.5
1994,9,11,11/09/94,1800,18.8,f,1.5
1994,9,11,11/09/94,2500,NA,m,1.5
1994,9,11,11/09/94,1450,11,m,1.5
1994,9,11,11/09/94,2050,NA,f,1.5
1994,9,11,11/09/94,1300,12,f,1.5
1994,9,11,11/09/94,NA,13.5,m,1.5
1994,9,11,11/09/94,1800,13,m,1.5
1994,9,11,11/09/94,2100,15.5,m,1.5
1994,9,11,11/09/94,1800,13,f,1.5
1994,9,11,11/09/94,1550,15,f,1.5
1994,9,11,11/09/94,1800,16.5,f,1.5
1994,9,11,11/09/94,2100,16,m,1.5
1994,9,12,12/09/94,1550,19.5,m,1.5
1994,9,12,12/09/94,1850,15.5,m,1.5
1994,9,12,12/09/94,1150,12,f,1.5
1994,9,12,12/09/94,1800,21,f,1.5
1994,9,12,12/09/94,1390,16.5,m,1.5
1994,9,12,12/09/94,1100,16,f,1.5
1994,9,12,12/09/94,1700,13.5,m,1.5
1994,9,12,12/09/94,1700,17.5,m,1.5
1994,9,12,12/09/94,1900,15.5,f,1.5
1994,9,12,12/09/94,1900,16.8,f,1.5
1994,9,12,12/09/94,1900,12.5,m,1.5
1994,9,13,13/09/94,NA,9.5,f,1.5
1994,9,14,14/09/94,1450,11.5,m,1.5
1994,9,14,14/09/94,850,12.5,f,1.5
1994,9,16,16/09/94,1200,14,m,1.5
1994,9,16,16/09/94,1300,13,f,1.5
1994,9,16,16/09/94,1800,19,f,1.5
1994,9,16,16/09/94,2200,11.5,m,1.5
1994,9,16,16/09/94,NA,12,f,1.5
1994,9,17,17/09/94,1700,18,m,1.5
1994,9,17,17/09/94,1050,14,f,1.5
1994,9,17,17/09/94,NA,16,m,1.5
1994,9,17,17/09/94,1900,NA,f,1.5
1994,9,17,17/09/94,1800,14.5,m,1.5
1994,9,17,17/09/94,2100,16,f,1.5
1994,9,17,17/09/94,2100,15,f,1.5
1994,9,17,17/09/94,2000,20,m,1.5
1994,9,17,17/09/94,1800,13,m,1.5
1994,9,17,17/09/94,2000,16.5,m,1.5
1994,9,17,17/09/94,NA,14.5,m,1.5
1994,9,17,17/09/94,NA,14,f,1.5
1994,9,17,17/09/94,1170,19,m,1.5
1994,9,20,20/09/94,1700,13.5,m,1.5
1994,9,20,20/09/94,1850,17,m,1.5
1994,9,20,20/09/94,1800,17,m,1.5
1994,9,20,20/09/94,1530,17,f,1.5
1994,9,20,20/09/94,2000,24,m,1.5
1994,9,20,20/09/94,1700,NA,m,1.5
1994,9,20,20/09/94,1500,12,m,1.5
1994,9,20,20/09/94,900,NA,m,1.5
1994,9,20,20/09/94,1600,20,m,1.5
1994,9,20,20/09/94,1800,NA,m,1.5
1994,9,20,20/09/94,1700,14,m,1.5
1994,9,21,21/09/94,1000,14,m,1.5
1994,9,21,21/09/94,NA,13,f,1.5
1994,9,21,21/09/94,NA,13.5,m,1.5
1994,9,22,22/09/94,1750,12.5,m,1.5
1994,9,22,22/09/94,1600,17.6,m,1.5
1994,9,22,22/09/94,2200,15,m,1.5
1994,9,22,22/09/94,1800,17,m,1.5
1994,9,22,22/09/94,NA,18.7,f,1.5
1994,9,22,22/09/94,1100,11.5,f,1.5
1994,9,22,22/09/94,1850,11.5,m,1.5
1994,9,22,22/09/94,1650,14,m,1.5
1994,9,22,22/09/94,1800,15,f,1.5
1994,9,23,23/09/94,2050,14,f,1.5
1994,9,23,23/09/94,1100,14,m,1.5
1994,9,23,23/09/94,1800,12.3,f,1.5
1995,9,7,07/09/95,1900,14.5,m,1.5
1995,9,7,07/09/95,2200,15,m,1.5
1995,9,7,07/09/95,1600,17,m,1.5
1995,9,7,07/09/95,NA,16.4,m,1.5
1995,9,7,07/09/95,1900,18.3,m,1.5
1995,9,7,07/09/95,1200,16,m,1.5
1995,9,7,07/09/95,1200,17,m,1.5
1995,9,8,08/09/95,1000,14,m,1.5
1995,9,8,08/09/95,1530,15,m,1.5
1995,9,8,08/09/95,NA,18,m,1.5
1995,9,8,08/09/95,950,18,m,1.5
1995,9,8,08/09/95,1500,15.8,f,1.5
1995,9,8,08/09/95,1390,15,m,1.5
1995,9,8,08/09/95,1600,13,m,1.5
1995,9,8,08/09/95,NA,14,m,1.5
1995,9,8,08/09/95,1600,17,m,1.5
1995,9,8,08/09/95,900,18,m,1.5
1995,9,8,08/09/95,1800,12.5,m,1.5
1995,9,8,08/09/95,NA,18,m,1.5
1995,9,8,08/09/95,1800,18.5,m,1.5
1995,9,9,09/09/95,1500,13,m,1.5
1995,9,9,09/09/95,950,15,f,1.5
1995,9,9,09/09/95,950,15.5,f,1.5
1995,9,9,09/09/95,800,16.8,m,1.5
1995,9,9,09/09/95,2050,14.4,m,1.5
1995,9,9,09/09/95,1800,18,m,1.5
1995,9,9,09/09/95,800,10.4,m,1.5
1995,9,9,09/09/95,2000,13.7,f,1.5
1995,9,9,09/09/95,2000,NA,f,1.5
1995,9,9,09/09/95,1600,19,m,1.5
1995,9,9,09/09/95,2500,18,m,1.5
1995,9,9,09/09/95,1100,13.1,m,1.5
1995,9,9,09/09/95,NA,19,f,1.5
1995,9,9,09/09/95,1800,17,m,1.5
1995,9,9,09/09/95,1650,14,m,1.5
1995,9,9,09/09/95,1650,17,m,1.5
1995,9,9,09/09/95,1600,NA,m,1.5
1995,9,9,09/09/95,1900,15,m,1.5
1995,9,11,11/09/95,900,14.5,m,1.5
1995,9,11,11/09/95,1700,15.7,m,1.5
1995,9,11,11/09/95,1700,21.3,m,1.5
1995,9,11,11/09/95,2300,12.1,m,1.5
1995,9,11,11/09/95,1600,19,m,1.5
1995,9,11,11/09/95,1300,15.5,m,1.5
1995,9,11,11/09/95,NA,17.2,f,1.5
1995,9,11,11/09/95,1850,18.5,m,1.5
1995,9,11,11/09/95,2000,16,m,1.5
1995,9,12,12/09/95,700,9,m,1.5
1995,9,12,12/09/95,1390,16,f,1.5
1995,9,12,12/09/95,1800,14.5,m,1.5
1995,9,12,12/09/95,2000,20.5,m,1.5
1995,9,12,12/09/95,NA,15,m,1.5
1995,9,12,12/09/95,1800,15,m,1.5
1995,9,12,12/09/95,450,13.5,f,1.5
1995,9,12,12/09/95,600,13.5,m,1.5
1995,9,13,13/09/95,1700,12.5,m,1.5
1995,9,13,13/09/95,1700,17.5,m,1.5
1995,9,13,13/09/95,2400,20,m,1.5
1995,9,13,13/09/95,1400,12,f,1.5
1995,9,13,13/09/95,2200,23,m,1.5
1995,9,13,13/09/95,1200,11.5,m,1.5
1995,9,14,14/09/95,NA,16,m,1.5
1995,9,14,14/09/95,2400,19,m,1.5
1995,9,14,14/09/95,2400,19,m,1.5
1995,9,14,14/09/95,1800,15.5,m,1.5
1995,9,14,14/09/95,1700,16,m,1.5
1995,9,14,14/09/95,2000,17,f,1.5
1995,9,14,14/09/95,1900,16,f,1.5
1995,9,14,14/09/95,NA,13,m,1.5
1995,9,14,14/09/95,1100,14.3,m,1.5
1995,9,14,14/09/95,1100,15.5,m,1.5
1995,9,14,14/09/95,1680,15.8,f,1.5
1995,9,14,14/09/95,1400,16,m,1.5
1995,9,14,14/09/95,1100,18,m,1.5
1995,9,14,14/09/95,NA,13,m,1.5
1995,9,14,14/09/95,NA,16.5,m,1.5
