year,month,day,date,temp_mean_lugano,temp_mean_comprovasco,temp_mean_simano,temp_max_lugano,temp_min_lugano
1999,1,1,01/01/99,2.8,NA,-7.3,4,0.8
1999,1,2,02/01/99,5,NA,-7.3,6.7,3.1
1999,1,3,03/01/99,5.3,NA,-6.9,8.2,2.4
1999,1,4,04/01/99,6.6,NA,-1.5,10.2,3.4
1999,1,5,05/01/99,4.6,NA,5.1,7.5,2.3
1999,1,6,06/01/99,4.3,NA,5.3,7.5,1.9
1999,1,7,07/01/99,3.8,NA,1.9,7.5,1
1999,1,8,08/01/99,4.8,NA,-4.3,7.4,2.5
1999,1,9,09/01/99,3.7,NA,-9.6,6.2,1.9
1999,1,10,10/01/99,2.9,NA,-10.3,4.5,0.5
1999,1,11,11/01/99,1.8,NA,-8,3.4,0.3
1999,1,12,12/01/99,4,NA,-11.3,6.1,2.3
1999,1,13,13/01/99,4.6,NA,-13.1,9.2,2.1
1999,1,14,14/01/99,2.3,NA,-8.8,5.9,-0.1
1999,1,15,15/01/99,2.6,NA,-5.5,6.8,0
1999,1,16,16/01/99,3.5,NA,-7.2,5.4,0.8
1999,1,17,17/01/99,5.1,NA,-8.4,6.2,4
1999,1,18,18/01/99,5.2,NA,-4.4,7.8,2.9
1999,1,19,19/01/99,4,NA,-2.9,7.7,1.3
1999,1,20,20/01/99,4.2,NA,-3.3,7.5,1.6
1999,1,21,21/01/99,4.2,NA,-2,7.9,1.4
1999,1,22,22/01/99,3.9,NA,-2,7.3,1.1
1999,1,23,23/01/99,3.6,NA,-2.9,7,0.7
1999,1,24,24/01/99,3.4,NA,-2.9,7.2,0.4
1999,1,25,25/01/99,3.6,NA,-1,7.2,0.5
1999,1,26,26/01/99,4.3,NA,-3.9,8.7,0.6
1999,1,27,27/01/99,5.2,NA,-11.4,11.7,1.7
1999,1,28,28/01/99,3.9,NA,-10.6,6.2,1.6
1999,1,29,29/01/99,5,NA,-15.6,9,1.6
1999,1,30,30/01/99,0.6,NA,-22,2.1,-0.4
1999,1,31,31/01/99,1.1,NA,-15.2,4.9,-2
1999,2,1,01/02/99,-0.6,NA,-6.4,3.2,-3.8
1999,2,2,02/02/99,1.3,NA,-4.3,6.1,-2.4
1999,2,3,03/02/99,3.4,NA,-3,8.9,-0.6
1999,2,4,04/02/99,5.6,NA,-0.5,11.5,2.1
1999,2,5,05/02/99,9.7,NA,-6.6,17.3,2.4
1999,2,6,06/02/99,7.1,NA,-12.3,9.1,5.3
1999,2,7,07/02/99,5.5,NA,-12.2,10.2,0.9
1999,2,8,08/02/99,4,NA,-18.3,7.2,2.1
1999,2,9,09/02/99,1.5,NA,-13.9,2.9,0.3
1999,2,10,10/02/99,3.5,NA,-19,5.4,0.9
1999,2,11,11/02/99,2.5,NA,-20.2,4.8,1.2
1999,2,12,12/02/99,2.4,NA,-19.6,5.2,-0.8
1999,2,13,13/02/99,1.3,NA,-12.5,5.6,-2.2
1999,2,14,14/02/99,0.9,NA,-10.6,5.2,-2.5
1999,2,15,15/02/99,0.2,NA,-10.3,4.5,-3.1
1999,2,16,16/02/99,1.5,NA,-7.2,6.6,-2.5
1999,2,17,17/02/99,4.5,NA,-13,11.3,-0.9
1999,2,18,18/02/99,6.8,NA,-9.9,10.8,3.8
1999,2,19,19/02/99,5,NA,-5.4,10,0.7
1999,2,20,20/02/99,6.2,NA,-3.8,11.3,2.1
1999,2,21,21/02/99,6.5,NA,-4.8,11.4,2.7
1999,2,22,22/02/99,6.2,NA,-11.7,10.7,2.7
1999,2,23,23/02/99,4.3,NA,-15.9,7.5,2
1999,2,24,24/02/99,4.2,NA,-11.6,9.6,0.3
1999,2,25,25/02/99,5,NA,-8.1,11,0.4
1999,2,26,26/02/99,5.4,NA,-1.6,11.1,1
1999,2,27,27/02/99,6.4,NA,-3.9,13,1.6
1999,2,28,28/02/99,6.3,NA,-2.7,11.9,2.3
1999,3,1,01/03/99,7.2,NA,-3,13.4,2.7
1999,3,2,02/03/99,8.9,NA,-1.7,15.4,4.1
1999,3,3,03/03/99,6.9,NA,-5.1,9.3,6.1
1999,3,4,04/03/99,7.7,NA,-6.8,10.5,5.4
1999,3,5,05/03/99,6.2,NA,-10.2,10.1,3.3
1999,3,6,06/03/99,3.4,NA,-12.5,5,2.1
1999,3,7,07/03/99,5.1,NA,-14.2,10.2,2.2
1999,3,8,08/03/99,5,NA,-12.4,9.5,0.4
1999,3,9,09/03/99,5.9,NA,-8.2,6.7,5
1999,3,10,10/03/99,6.4,NA,-6.2,7.7,5.3
1999,3,11,11/03/99,8.5,NA,-1.1,12.5,6.1
1999,3,12,12/03/99,8.8,NA,0.5,14.5,4.5
1999,3,13,13/03/99,9.8,NA,-0.5,18.6,5.3
1999,3,14,14/03/99,10.8,NA,-1.2,18.1,6.1
1999,3,15,15/03/99,11.5,NA,-1.5,19.7,6.8
1999,3,16,16/03/99,12,NA,-3.9,15.8,8.9
1999,3,17,17/03/99,7.3,NA,-6,10.4,5.4
1999,3,18,18/03/99,5.2,NA,-7.2,7.6,2.6
1999,3,19,19/03/99,7.2,NA,-9.6,15.4,1.2
1999,3,20,20/03/99,10.8,NA,-11,14.7,7.3
1999,3,21,21/03/99,9.2,NA,-7.6,13.4,5.4
1999,3,22,22/03/99,6.5,NA,-8.9,8.8,4.5
1999,3,23,23/03/99,10,NA,-7.7,16.1,4.3
1999,3,24,24/03/99,10.3,NA,-3.4,16.6,5.4
1999,3,25,25/03/99,9.4,NA,-5.8,13.8,6
1999,3,26,26/03/99,7,NA,-5.6,7.8,6.2
1999,3,27,27/03/99,7.5,NA,-5.2,9.4,6.8
1999,3,28,28/03/99,10,NA,-7.2,14.5,6.8
1999,3,29,29/03/99,11.3,NA,-3.5,17.5,6.2
1999,3,30,30/03/99,11.7,NA,-2.4,17.9,6.7
1999,3,31,31/03/99,12.5,NA,-2,17.9,8.9
1999,4,1,01/04/99,12.5,NA,-2.5,18.7,8
1999,4,2,02/04/99,13.7,NA,-2.4,19.5,8.1
1999,4,3,03/04/99,15.4,NA,-1.8,20.4,11.4
1999,4,4,04/04/99,15.7,NA,-1.3,21.5,10.6
1999,4,5,05/04/99,16.3,NA,-1.3,20.8,11.5
1999,4,6,06/04/99,14.4,NA,1.1,20.8,9.8
1999,4,7,07/04/99,12,NA,-4.1,14.5,9.3
1999,4,8,08/04/99,14.2,NA,-7.5,16.8,9.4
1999,4,9,09/04/99,12.3,NA,-3.6,18.4,8.5
1999,4,10,10/04/99,12.1,NA,-0.9,17.9,7
1999,4,11,11/04/99,13,NA,-3.7,18.1,8
1999,4,12,12/04/99,10.6,NA,-5,14.1,8.1
1999,4,13,13/04/99,12.4,NA,-7.1,18.7,7.7
1999,4,14,14/04/99,10.1,NA,-7.1,14.9,5.5
1999,4,15,15/04/99,9,NA,-5.4,11.5,7.4
1999,4,16,16/04/99,8.2,NA,-6.4,11.2,4
1999,4,17,17/04/99,8,NA,-9.8,12.7,3.9
1999,4,18,18/04/99,10.7,NA,-10.2,16.3,5.7
1999,4,19,19/04/99,9.2,NA,-9.2,14.2,4.4
1999,4,20,20/04/99,9.3,NA,-7,13.1,4.5
1999,4,21,21/04/99,9.3,NA,-4.9,10,8.5
1999,4,22,22/04/99,11.5,NA,-3.3,16.2,7.6
1999,4,23,23/04/99,11.7,NA,-3.9,15.1,8.8
1999,4,24,24/04/99,12.1,NA,-3.5,17.2,9.4
1999,4,25,25/04/99,12.1,NA,-2.6,18.7,8.3
1999,4,26,26/04/99,11.6,NA,-3,15.6,8.8
1999,4,27,27/04/99,11.6,NA,-2.2,13.2,10
1999,4,28,28/04/99,12.5,NA,-1.9,16.7,8.4
1999,4,29,29/04/99,13.3,NA,-0.2,17.6,11.5
1999,4,30,30/04/99,14.4,NA,-0.6,19.6,11
1999,5,1,01/05/99,15.6,NA,1.5,20.7,11.3
1999,5,2,02/05/99,16.2,NA,2.3,21.5,12.2
1999,5,3,03/05/99,17.2,NA,2.3,22.2,13.2
1999,5,4,04/05/99,14.4,NA,0.9,16.2,12
1999,5,5,05/05/99,15.7,NA,1.9,20.5,11.3
1999,5,6,06/05/99,14.8,NA,1.7,15.6,13.4
1999,5,7,07/05/99,16.1,NA,1,19.5,13.7
1999,5,8,08/05/99,14,NA,0.2,15.2,11.4
1999,5,9,09/05/99,15.6,NA,1.2,21.5,9.7
1999,5,10,10/05/99,17.3,NA,2.2,21.3,14.9
1999,5,11,11/05/99,18.2,NA,3.2,22.1,14.4
1999,5,12,12/05/99,18.9,NA,4,23.8,15.2
1999,5,13,13/05/99,19.7,NA,4.4,24.8,15.8
1999,5,14,14/05/99,17.7,NA,3.2,20.6,14.7
1999,5,15,15/05/99,17.1,NA,0.8,20.9,13.1
1999,5,16,16/05/99,16.7,NA,0.4,21.3,12.4
1999,5,17,17/05/99,12.9,NA,-0.5,15.3,11.9
1999,5,18,18/05/99,14.1,NA,1.1,16.9,12
1999,5,19,19/05/99,13.4,NA,-0.4,14.5,12.5
1999,5,20,20/05/99,14,NA,-1.5,17.4,11.7
1999,5,21,21/05/99,14.6,NA,-1.3,19,11.8
1999,5,22,22/05/99,16.8,NA,0.2,24.6,12.6
1999,5,23,23/05/99,18.4,NA,3.6,23.7,13
1999,5,24,24/05/99,19.1,NA,4.2,22.5,15.7
1999,5,25,25/05/99,19,NA,3.9,23.7,15
1999,5,26,26/05/99,18.8,NA,5.3,24.1,13.1
1999,5,27,27/05/99,20.4,NA,5.3,25,16.6
1999,5,28,28/05/99,19.7,NA,5.7,22,16.9
1999,5,29,29/05/99,20.7,NA,6.8,26,15.8
1999,5,30,30/05/99,21.1,NA,7.6,26.1,17.1
1999,5,31,31/05/99,21.3,NA,8.7,25.6,16.5
1999,6,1,01/06/99,22.8,NA,9.1,28.7,17.7
1999,6,2,02/06/99,22.2,NA,6.4,27.5,16.3
1999,6,3,03/06/99,21.5,NA,5.7,27.7,15
1999,6,4,04/06/99,19.8,NA,1,25.9,12.2
1999,6,5,05/06/99,19,NA,2.1,23.4,15.3
1999,6,6,06/06/99,18.2,NA,2,21.5,15
1999,6,7,07/06/99,18.1,NA,2.5,22.3,15
1999,6,8,08/06/99,18.7,NA,1.1,24.7,12.9
1999,6,9,09/06/99,19,NA,3.4,24.7,14.9
1999,6,10,10/06/99,17,NA,1.8,18.5,14.9
1999,6,11,11/06/99,17.9,NA,2.1,22.3,14.2
1999,6,12,12/06/99,19.4,NA,3.7,24.3,15
1999,6,13,13/06/99,18.8,NA,3.7,24.1,13.2
1999,6,14,14/06/99,14.7,NA,1,16.7,13.5
1999,6,15,15/06/99,16.8,NA,3.5,20.6,13
1999,6,16,16/06/99,19.2,NA,4.7,23.6,15
1999,6,17,17/06/99,20.9,NA,4.8,26.4,15.7
1999,6,18,18/06/99,21.5,NA,3.2,26.2,16.1
1999,6,19,19/06/99,18.1,NA,-0.3,21.8,13.6
1999,6,20,20/06/99,16.8,NA,2.8,21.3,11.2
1999,6,21,21/06/99,18.5,NA,0.2,24.2,14.9
1999,6,22,22/06/99,18.8,NA,-3.5,23.1,14.9
1999,6,23,23/06/99,17.4,NA,3.4,23.1,11.1
1999,6,24,24/06/99,18.6,NA,4.3,23.9,13
1999,6,25,25/06/99,19.9,NA,5.3,24.2,16.4
1999,6,26,26/06/99,19.4,NA,4.5,23.1,15.9
1999,6,27,27/06/99,18,NA,2.9,19.4,16.2
1999,6,28,28/06/99,18.8,NA,4.3,23.7,14.2
1999,6,29,29/06/99,20.5,NA,6.2,24.8,15.7
1999,6,30,30/06/99,22.3,NA,6.7,27.2,18.6
1999,7,1,01/07/99,22.1,NA,7.7,27.1,16.6
1999,7,2,02/07/99,22.8,NA,9.6,27.6,17.9
1999,7,3,03/07/99,24,NA,11.1,28.4,19.5
1999,7,4,04/07/99,24.4,NA,9.7,29.6,20.5
1999,7,5,05/07/99,24.5,NA,7.9,29.1,20.6
1999,7,6,06/07/99,20.4,NA,4.6,24.2,17.3
1999,7,7,07/07/99,22.9,NA,3,28.8,17.1
1999,7,8,08/07/99,24.3,NA,2.6,28.3,19.1
1999,7,9,09/07/99,22.9,NA,4.7,26.9,18.5
1999,7,10,10/07/99,20.6,NA,6.2,24.3,17.5
1999,7,11,11/07/99,20,NA,5.3,24.4,17.3
1999,7,12,12/07/99,19.8,NA,6.1,22.7,18.1
1999,7,13,13/07/99,21.4,NA,6.5,26.2,18.6
1999,7,14,14/07/99,23.1,NA,5.6,30.2,17.7
1999,7,15,15/07/99,22.6,NA,5.5,27.7,17.2
1999,7,16,16/07/99,21.8,NA,6,26.6,17
1999,7,17,17/07/99,22.6,NA,7.7,26.8,18.2
1999,7,18,18/07/99,23,NA,8.5,27.3,19.3
1999,7,19,19/07/99,22.6,NA,6.8,26.6,19.7
1999,7,20,20/07/99,22.9,NA,7,27.2,19
1999,7,21,21/07/99,23.8,NA,9.6,28.8,18.8
1999,7,22,22/07/99,22.5,NA,5.9,26.5,20
1999,7,23,23/07/99,22.7,NA,0.7,27.2,18.5
1999,7,24,24/07/99,20.8,NA,5.1,25.7,15.2
1999,7,25,25/07/99,21.2,NA,7.6,26.1,15.9
1999,7,26,26/07/99,22.6,NA,10.2,28.2,17.1
1999,7,27,27/07/99,24.1,NA,9.3,29.3,19.8
1999,7,28,28/07/99,20.3,NA,6.2,23.3,18.4
1999,7,29,29/07/99,21.7,NA,7.2,25.9,18
1999,7,30,30/07/99,21.5,NA,7.1,26.2,17.7
1999,7,31,31/07/99,21,NA,5.6,24.9,17.8
1999,8,1,01/08/99,21,NA,5.7,25.7,17.3
1999,8,2,02/08/99,21.3,NA,7.2,27.1,16.4
1999,8,3,03/08/99,20.6,NA,6.1,23.3,18.4
1999,8,4,04/08/99,20.3,NA,7.1,24.9,17.2
1999,8,5,05/08/99,22.8,NA,8.5,27.2,18.9
1999,8,6,06/08/99,23.7,NA,8.6,27.4,20.6
1999,8,7,07/08/99,22.4,NA,7.7,27.4,17.6
1999,8,8,08/08/99,22.3,NA,7.7,25.8,19.9
1999,8,9,09/08/99,23.1,NA,7.8,26.3,20.7
1999,8,10,10/08/99,22.6,NA,7.7,26.9,18.9
1999,8,11,11/08/99,21.8,NA,5.5,26.9,17.5
1999,8,12,12/08/99,18.6,NA,3.3,20.6,16.4
1999,8,13,13/08/99,19.7,NA,3,24.2,13.9
1999,8,14,14/08/99,20.3,NA,3.3,23,18.3
1999,8,15,15/08/99,21.3,NA,5.9,25,18.6
1999,8,16,16/08/99,19.2,NA,5.4,22.3,15.2
1999,8,17,17/08/99,18.8,NA,5.7,23,14.5
1999,8,18,18/08/99,19.9,NA,5.1,24,17.4
1999,8,19,19/08/99,21.4,NA,6.5,25.2,18.7
1999,8,20,20/08/99,20.2,NA,7,21.7,18.5
1999,8,21,21/08/99,20.8,NA,7.2,25.2,15.9
1999,8,22,22/08/99,20.3,NA,6.1,24.3,17.5
1999,8,23,23/08/99,20.9,NA,6.3,23.9,18.6
1999,8,24,24/08/99,21.8,NA,8.4,25.4,19
1999,8,25,25/08/99,22,NA,12.3,25.9,18.6
1999,8,26,26/08/99,22,NA,9.2,24.7,18.7
1999,8,27,27/08/99,21.3,NA,7.4,25.1,17.8
1999,8,28,28/08/99,22.3,NA,7.8,26.2,19.7
1999,8,29,29/08/99,19.8,NA,5.6,22.1,17.9
1999,8,30,30/08/99,19.9,NA,5.6,24.4,15.7
1999,8,31,31/08/99,20.4,NA,6.3,24.8,16.3
1999,9,1,01/09/99,20.8,NA,6.1,26.7,15.8
1999,9,2,02/09/99,20.4,NA,4.8,22.6,18.1
1999,9,3,03/09/99,16.8,NA,1.3,21.4,13.1
1999,9,4,04/09/99,16.2,NA,2.8,17.6,15.3
1999,9,5,05/09/99,17.7,NA,2.7,21.1,15.4
1999,9,6,06/09/99,17.6,NA,3.5,21.4,14.3
1999,9,7,07/09/99,19,NA,5.3,23.7,15.1
1999,9,8,08/09/99,19.7,NA,7.1,25.1,14.9
1999,9,9,09/09/99,20.8,NA,7.2,25.6,16.8
1999,9,10,10/09/99,21.1,NA,7.8,25.9,17.2
1999,9,11,11/09/99,21.2,NA,7.4,24.7,18.8
1999,9,12,12/09/99,20.7,NA,9,25.3,16.3
1999,9,13,13/09/99,20.4,NA,8.4,25.5,16.1
1999,9,14,14/09/99,20.4,NA,6.6,25.9,16.6
1999,9,15,15/09/99,19.6,NA,5.1,24.4,14.5
1999,9,16,16/09/99,19.7,NA,5.5,21.9,18
1999,9,17,17/09/99,19.3,NA,4.3,23.3,15.1
1999,9,18,18/09/99,15.5,NA,1.5,18.6,13.9
1999,9,19,19/09/99,16.6,NA,2.4,19.2,14
1999,9,20,20/09/99,18.9,NA,2.8,21.2,15.3
1999,9,21,21/09/99,16.2,NA,0.6,19.6,13.5
1999,9,22,22/09/99,17.4,NA,2.6,20.3,15.3
1999,9,23,23/09/99,17.9,NA,4,21.9,15.3
1999,9,24,24/09/99,18.3,NA,6.3,23.6,14.1
1999,9,25,25/09/99,19.3,NA,5.3,22.8,17.5
1999,9,26,26/09/99,20.2,NA,4.1,22.8,15.3
1999,9,27,27/09/99,16.6,NA,2,20,14.3
1999,9,28,28/09/99,15.6,NA,0.8,19.1,12.2
1999,9,29,29/09/99,15.4,NA,3.2,21,10.9
1999,9,30,30/09/99,15.5,NA,2.4,17.1,12.6
1999,10,1,01/10/99,15.2,NA,2.5,21.2,10.6
1999,10,2,02/10/99,16.1,NA,1.2,18.1,14.1
1999,10,3,03/10/99,15.7,NA,1,17.3,11.4
1999,10,4,04/10/99,15.5,NA,-4.3,19.7,12
1999,10,5,05/10/99,14.4,NA,-6.2,18.4,10.6
1999,10,6,06/10/99,12.1,NA,-4.9,17.7,8.1
1999,10,7,07/10/99,10.8,NA,-0.9,16.9,6.4
1999,10,8,08/10/99,11.7,NA,1.2,17.1,7
1999,10,9,09/10/99,13,NA,1,18.7,8.7
1999,10,10,10/10/99,13.6,NA,4.8,19.4,9.3
1999,10,11,11/10/99,14.2,NA,5.7,20.1,9.8
1999,10,12,12/10/99,15.2,NA,4.6,18.7,12.2
1999,10,13,13/10/99,15.6,NA,4.3,17.6,13.4
1999,10,14,14/10/99,14.8,NA,4.6,19.4,11.8
1999,10,15,15/10/99,14.2,NA,4.5,16.6,10.6
1999,10,16,16/10/99,15.4,NA,0.4,17,14.2
1999,10,17,17/10/99,13.3,NA,-1.5,14.9,10.4
1999,10,18,18/10/99,8.6,NA,-4.1,10.4,6.3
1999,10,19,19/10/99,7.2,NA,-5.3,8.8,6
1999,10,20,20/10/99,6.6,NA,-5.3,7.7,5.7
1999,10,21,21/10/99,8.3,NA,-0.9,10.5,6
1999,10,22,22/10/99,12.1,NA,0.1,13.3,10.3
1999,10,23,23/10/99,12.4,NA,-0.7,13.3,11.7
1999,10,24,24/10/99,12.1,NA,-1.1,13.1,11.3
1999,10,25,25/10/99,15.1,NA,1.8,18.3,12.7
1999,10,26,26/10/99,14.6,NA,0.8,16.2,12.1
1999,10,27,27/10/99,12.9,NA,4.1,17.5,10.2
1999,10,28,28/10/99,12.3,NA,8,15.9,9.1
1999,10,29,29/10/99,13.2,NA,8.4,16.9,10.1
1999,10,30,30/10/99,13.6,NA,2.2,16.2,11.1
1999,10,31,31/10/99,13.3,NA,2.6,18,10.8
1999,11,1,01/11/99,12.8,NA,1.5,15.9,10.5
1999,11,2,02/11/99,14,NA,-0.9,16.6,12.3
1999,11,3,03/11/99,13.2,NA,-0.7,13.8,12.2
1999,11,4,04/11/99,11.9,NA,-0.9,12.8,11.3
1999,11,5,05/11/99,12.3,NA,-1.5,13.5,11.1
1999,11,6,06/11/99,11.4,NA,-4.9,13.7,7.1
1999,11,7,07/11/99,14.3,NA,-4.9,16.8,12.6
1999,11,8,08/11/99,14,NA,-6.2,18,8.6
1999,11,9,09/11/99,12.2,NA,-8.1,15.7,8.3
1999,11,10,10/11/99,9,NA,-8.7,12.2,6.5
1999,11,11,11/11/99,6.1,NA,-8.6,8.1,4.4
1999,11,12,12/11/99,7.4,NA,-6,11.3,4.9
1999,11,13,13/11/99,6.9,NA,-2.1,11.4,3.9
1999,11,14,14/11/99,7,NA,-3.9,8.8,5.1
1999,11,15,15/11/99,7,NA,-6.6,9.6,4.3
1999,11,16,16/11/99,6.9,NA,-7.2,7.5,6.1
1999,11,17,17/11/99,5,NA,-11.7,7.8,1.9
1999,11,18,18/11/99,5.3,NA,-13.8,8.6,2.2
1999,11,19,19/11/99,4.8,NA,-15.2,8.3,1.5
1999,11,20,20/11/99,2.3,NA,-15.2,6,0.1
1999,11,21,21/11/99,1.9,NA,-11.4,3.9,0.7
1999,11,22,22/11/99,2.6,NA,-12.2,5.8,0.5
1999,11,23,23/11/99,5.6,NA,-9.1,10.3,0.3
1999,11,24,24/11/99,10,NA,-7.7,14.7,4.3
1999,11,25,25/11/99,5,NA,-3,9.6,2
1999,11,26,26/11/99,4,NA,-2.5,8.3,1
1999,11,27,27/11/99,3.7,NA,-2,8.3,0.5
1999,11,28,28/11/99,3.2,NA,-1.4,7.9,0
1999,11,29,29/11/99,3.6,NA,-0.8,9,0.3
1999,11,30,30/11/99,3,NA,-0.6,7.7,-0.2
1999,12,1,01/12/99,3.4,NA,0,7.8,0.1
1999,12,2,02/12/99,4,NA,-2,8.4,0.8
1999,12,3,03/12/99,5.1,NA,-2.4,8.1,1.3
1999,12,4,04/12/99,6.8,NA,-6.3,8.3,4.2
1999,12,5,05/12/99,6.6,NA,-12.9,9.5,2.5
1999,12,6,06/12/99,4.6,NA,-7.3,8.6,1.2
1999,12,7,07/12/99,2.7,NA,0.1,7.1,-0.1
1999,12,8,08/12/99,4.5,NA,-3.7,7.1,0.4
1999,12,9,09/12/99,4.2,NA,-7.1,5.3,2.2
1999,12,10,10/12/99,2,NA,-8.3,3,0.7
1999,12,11,11/12/99,3.9,NA,-5.6,7.7,0.7
1999,12,12,12/12/99,3.7,NA,-6.8,5.4,2.2
1999,12,13,13/12/99,5.3,NA,-11.1,11.8,1.3
1999,12,14,14/12/99,4.2,NA,-10.6,6.3,2.4
1999,12,15,15/12/99,4.2,NA,-12.9,7.9,1.1
1999,12,16,16/12/99,4.4,NA,-14.3,6.9,0.3
1999,12,17,17/12/99,1.2,NA,-9.1,4.4,-1.5
1999,12,18,18/12/99,2.1,NA,-3.1,5.8,-1
1999,12,19,19/12/99,3.3,NA,-3.7,5,1
1999,12,20,20/12/99,4.5,NA,-16.7,7.2,0
1999,12,21,21/12/99,3,NA,-11.8,6,-0.7
1999,12,22,22/12/99,0.1,NA,-5.1,4.4,-2.2
1999,12,23,23/12/99,-0.2,NA,-1.2,3.2,-3.2
1999,12,24,24/12/99,0.7,NA,-5.6,4.4,-1.7
1999,12,25,25/12/99,0.9,NA,-8.1,2.2,-0.6
1999,12,26,26/12/99,1.9,NA,-7.3,4.1,0.2
1999,12,27,27/12/99,6.3,NA,-10.3,10.4,3.2
1999,12,28,28/12/99,5.5,NA,-12,9.1,1.8
1999,12,29,29/12/99,5.3,NA,-13.7,9.4,3.2
1999,12,30,30/12/99,4.2,NA,-13.7,7.9,0.2
1999,12,31,31/12/99,0.9,NA,-10.9,4.1,-1.3
2000,1,1,01/01/00,0.5,-2.7,-8.1,3.9,-2
2000,1,2,02/01/00,0.8,0.2,-3.9,4.4,-1.6
2000,1,3,03/01/00,1.5,0.7,0,5.6,-1
2000,1,4,04/01/00,2,1.2,0.1,5.8,-1
2000,1,5,05/01/00,3,3.1,-2.8,6.4,0.5
2000,1,6,06/01/00,2.9,2.8,-1.8,5.9,0.3
2000,1,7,07/01/00,3.2,1.9,-3.4,6,1.6
2000,1,8,08/01/00,3.2,1.7,-7.1,6.7,0.5
2000,1,9,09/01/00,3.3,1.2,-7.9,5.4,1.4
2000,1,10,10/01/00,2.9,0.8,-6.7,5.9,0.8
2000,1,11,11/01/00,3.6,0.8,-8.3,7,1.1
2000,1,12,12/01/00,1.9,-1.3,-7.6,3.7,-0.4
2000,1,13,13/01/00,1.7,-1.5,-10,2.6,0.3
2000,1,14,14/01/00,1.5,-1.7,-9.2,3.4,-1.1
2000,1,15,15/01/00,3.5,2,-5,6.5,1.4
2000,1,16,16/01/00,3,0.4,-7.1,6,-0.1
2000,1,17,17/01/00,6,6,-4.4,16.2,0.1
2000,1,18,18/01/00,14.8,10.2,-6.8,18,10.7
2000,1,19,19/01/00,8.9,5.8,-10.4,11.2,5.2
2000,1,20,20/01/00,3,1,-8.1,5.9,0.2
2000,1,21,21/01/00,7.5,7.2,-9.2,15.4,-0.3
2000,1,22,22/01/00,5.4,3.7,-10.3,9.7,1.9
2000,1,23,23/01/00,5.9,3.7,-13.6,10.5,0.4
2000,1,24,24/01/00,2.3,1.2,-15.7,7.9,-0.8
2000,1,25,25/01/00,-0.8,-4.5,-15.1,1.2,-3.2
2000,1,26,26/01/00,-1.5,-4.7,-6.3,3.3,-4.7
2000,1,27,27/01/00,0.2,-1.6,-5.1,6.4,-3.4
2000,1,28,28/01/00,1.2,-0.2,-8.5,7.1,-2.2
2000,1,29,29/01/00,1.1,0.1,-6.7,4.3,-1.7
2000,1,30,30/01/00,8.5,4.7,-3.7,16.3,0.5
2000,1,31,31/01/00,6.3,8.6,0.6,11.1,3.2
2000,2,1,01/02/00,7,3.8,0.1,9.7,4.5
2000,2,2,02/02/00,6.9,4.8,-2.2,8.8,5
2000,2,3,03/02/00,10.1,10.2,-6.4,17.7,3
2000,2,4,04/02/00,6.3,3.7,-4.2,11.4,2.9
2000,2,5,05/02/00,5.2,5.5,-0.8,8.9,2.8
2000,2,6,06/02/00,5.5,5.6,-1.7,10.5,2.2
2000,2,7,07/02/00,6.5,4.6,-3.8,11,4
2000,2,8,08/02/00,7.1,5.6,-2.7,11.8,4.1
2000,2,9,09/02/00,8.3,6.1,-10,14.1,4.4
2000,2,10,10/02/00,7.9,5.9,-5,13.3,4.7
2000,2,11,11/02/00,5.4,4,-5.3,7.4,3.5
2000,2,12,12/02/00,6.1,3.6,-8,11.1,2.9
2000,2,13,13/02/00,5.4,5,-5.8,10.9,1.5
2000,2,14,14/02/00,6.7,8.5,-4.8,14.6,2.5
2000,2,15,15/02/00,6.3,4.7,-4,11,3.3
2000,2,16,16/02/00,5.8,3.5,-10.1,7.7,4
2000,2,17,17/02/00,5.4,1.3,-15.3,8.3,1.8
2000,2,18,18/02/00,4.5,1,-10,9,1.3
2000,2,19,19/02/00,6,4.4,-9.1,14.1,1.3
2000,2,20,20/02/00,8.2,4.7,-13.2,11.3,4.8
2000,2,21,21/02/00,6.7,2.7,-11.9,9.8,3.7
2000,2,22,22/02/00,4.1,0.9,-9.3,8.1,0.7
2000,2,23,23/02/00,3.6,0.7,-9.3,8.2,0
2000,2,24,24/02/00,4.2,2.1,-5,9.4,0
2000,2,25,25/02/00,5.7,4.3,-2.1,11.9,1.3
2000,2,26,26/02/00,6.3,5.4,-4.3,11.1,2.4
2000,2,27,27/02/00,5.9,3.9,-2.8,9.7,3.2
2000,2,28,28/02/00,5.8,5.4,-7.3,9.7,2.7
2000,2,29,29/02/00,6.2,4.6,-7.7,7,5.8
2000,3,1,01/03/00,6.2,4.4,-7.6,9.3,5.3
2000,3,2,02/03/00,8.7,5,-11.6,11.9,4
2000,3,3,03/03/00,5.5,3.3,-4.5,9.8,1.6
2000,3,4,04/03/00,7.7,6,-8.6,16,2.7
2000,3,5,05/03/00,8.5,5.2,-10.7,12.7,3.8
2000,3,6,06/03/00,6.1,3.5,-3.6,11.2,2
2000,3,7,07/03/00,6.8,4.5,-2.4,13.1,1.9
2000,3,8,08/03/00,8.3,9.7,-2.3,15.4,2.9
2000,3,9,09/03/00,13.7,14.6,0.4,25.2,6.6
2000,3,10,10/03/00,18.4,15.5,-2.1,23.7,10.6
2000,3,11,11/03/00,11.9,12.9,-0.5,18.3,7.6
