year,month,day,date,temp_mean_lugano,temp_mean_comprovasco,temp_mean_simano,temp_max_lugano,temp_min_lugano
1970,1,1,01/01/70,0.9,NA,NA,4.2,-0.7
1970,1,2,02/01/70,-1.6,NA,NA,2,-3.5
1970,1,3,03/01/70,0.3,NA,NA,2.5,-3.6
1970,1,4,04/01/70,0.3,NA,NA,1.4,-0.5
1970,1,5,05/01/70,1,NA,NA,1.8,0
1970,1,6,06/01/70,3.1,NA,NA,7.2,-0.2
1970,1,7,07/01/70,2.4,NA,NA,10,-2.3
1970,1,8,08/01/70,0.1,NA,NA,2.9,-3.5
1970,1,9,09/01/70,1.7,NA,NA,3.4,0
1970,1,10,10/01/70,0.4,NA,NA,1.9,0
1970,1,11,11/01/70,1.5,NA,NA,1.9,0.4
1970,1,12,12/01/70,2.6,NA,NA,5.4,0.5
1970,1,13,13/01/70,3.4,NA,NA,5,2.1
1970,1,14,14/01/70,4.1,NA,NA,6.8,2.8
1970,1,15,15/01/70,3.3,NA,NA,4.4,2.8
1970,1,16,16/01/70,7,NA,NA,10.8,2
1970,1,17,17/01/70,9.3,NA,NA,12.9,5.3
1970,1,18,18/01/70,3.7,NA,NA,9,0.7
1970,1,19,19/01/70,2,NA,NA,7.8,-0.1
1970,1,20,20/01/70,0.4,NA,NA,4,-1.3
1970,1,21,21/01/70,0.6,NA,NA,1.3,-0.8
1970,1,22,22/01/70,0.7,NA,NA,3.7,-0.3
1970,1,23,23/01/70,1.2,NA,NA,5.6,-2.8
1970,1,24,24/01/70,0.9,NA,NA,5.3,-1.4
1970,1,25,25/01/70,2.1,NA,NA,5.4,-2.6
1970,1,26,26/01/70,3.6,NA,NA,4.7,2.4
1970,1,27,27/01/70,3.3,NA,NA,4.9,2.9
1970,1,28,28/01/70,2.4,NA,NA,7,0.1
1970,1,29,29/01/70,3.6,NA,NA,7.2,0.3
1970,1,30,30/01/70,3.4,NA,NA,4.4,2.1
1970,1,31,31/01/70,6.3,NA,NA,11.7,2.3
1970,2,1,01/02/70,2.4,NA,NA,7.8,0.3
1970,2,2,02/02/70,0.7,NA,NA,3.8,-1.2
1970,2,3,03/02/70,5.8,NA,NA,11,-0.7
1970,2,4,04/02/70,2.8,NA,NA,10.2,1.8
1970,2,5,05/02/70,3.7,NA,NA,4.4,2.7
1970,2,6,06/02/70,2.6,NA,NA,9,0
1970,2,7,07/02/70,2.7,NA,NA,9.4,-0.9
1970,2,8,08/02/70,4.2,NA,NA,11,-0.8
1970,2,9,09/02/70,5.4,NA,NA,10.9,0.4
1970,2,10,10/02/70,6.6,NA,NA,12.5,3.2
1970,2,11,11/02/70,5.2,NA,NA,10,2.8
1970,2,12,12/02/70,3.2,NA,NA,6.7,0.1
1970,2,13,13/02/70,3.1,NA,NA,9,-0.1
1970,2,14,14/02/70,1.4,NA,NA,3.2,-0.2
1970,2,15,15/02/70,3.7,NA,NA,6.7,0.1
1970,2,16,16/02/70,2.3,NA,NA,6,0.8
1970,2,17,17/02/70,1.2,NA,NA,7.2,-3.2
1970,2,18,18/02/70,4.2,NA,NA,9,-1
1970,2,19,19/02/70,4.8,NA,NA,11.4,1.2
1970,2,20,20/02/70,3.5,NA,NA,8.7,-0.9
1970,2,21,21/02/70,5.3,NA,NA,9.7,2
1970,2,22,22/02/70,5.8,NA,NA,13.3,0.2
1970,2,23,23/02/70,8,NA,NA,16.2,1.7
1970,2,24,24/02/70,7.2,NA,NA,8.4,4.3
1970,2,25,25/02/70,7.2,NA,NA,13,2.6
1970,2,26,26/02/70,3.5,NA,NA,7.8,-0.2
1970,2,27,27/02/70,5.6,NA,NA,9.7,1.4
1970,2,28,28/02/70,1.9,NA,NA,7,-0.1
1970,3,1,01/03/70,3.2,NA,NA,8.8,-2.2
1970,3,2,02/03/70,4.1,NA,NA,8.7,-0.3
1970,3,3,03/03/70,3.5,NA,NA,5.8,1.7
1970,3,4,04/03/70,3.4,NA,NA,6,2.8
1970,3,5,05/03/70,4.8,NA,NA,11,-1
1970,3,6,06/03/70,4.8,NA,NA,9.8,2.7
1970,3,7,07/03/70,3.2,NA,NA,9.2,-0.4
1970,3,8,08/03/70,0.6,NA,NA,2.4,0.3
1970,3,9,09/03/70,1.8,NA,NA,8.8,-3.2
1970,3,10,10/03/70,1.8,NA,NA,6.2,-2
1970,3,11,11/03/70,3.1,NA,NA,5,0.8
1970,3,12,12/03/70,6.4,NA,NA,12.4,1.7
1970,3,13,13/03/70,5.3,NA,NA,8.8,0.9
1970,3,14,14/03/70,6.9,NA,NA,10,4.1
1970,3,15,15/03/70,4.8,NA,NA,6.8,4
1970,3,16,16/03/70,6,NA,NA,11.8,0.3
1970,3,17,17/03/70,8.9,NA,NA,16.4,1
1970,3,18,18/03/70,8.3,NA,NA,12.8,4.8
1970,3,19,19/03/70,9,NA,NA,13.6,4.7
1970,3,20,20/03/70,10.3,NA,NA,18,4.6
1970,3,21,21/03/70,10.5,NA,NA,17,3.4
1970,3,22,22/03/70,10.1,NA,NA,13.6,8.1
1970,3,23,23/03/70,7.9,NA,NA,9.8,7.2
1970,3,24,24/03/70,7.4,NA,NA,8.9,6.7
1970,3,25,25/03/70,7.6,NA,NA,8.8,7
1970,3,26,26/03/70,8.4,NA,NA,16,3.8
1970,3,27,27/03/70,8.9,NA,NA,14,6
1970,3,28,28/03/70,6.1,NA,NA,10.7,3.7
1970,3,29,29/03/70,6.6,NA,NA,13.4,1.2
1970,3,30,30/03/70,6.6,NA,NA,10.2,1.2
1970,3,31,31/03/70,6.7,NA,NA,8.6,6.2
1970,4,1,01/04/70,9.4,NA,NA,16.4,3
1970,4,2,02/04/70,6.1,NA,NA,9.2,2.8
1970,4,3,03/04/70,5.2,NA,NA,10.8,3.3
1970,4,4,04/04/70,4.2,NA,NA,11.1,-0.9
1970,4,5,05/04/70,6.2,NA,NA,13.4,1.2
1970,4,6,06/04/70,5.6,NA,NA,11.8,0.8
1970,4,7,07/04/70,4.2,NA,NA,6.3,2.2
1970,4,8,08/04/70,4.3,NA,NA,7,1.8
1970,4,9,09/04/70,6.6,NA,NA,12.1,4.3
1970,4,10,10/04/70,5.5,NA,NA,11.4,1.7
1970,4,11,11/04/70,8.1,NA,NA,15.3,1.2
1970,4,12,12/04/70,8.2,NA,NA,16,1.3
1970,4,13,13/04/70,10,NA,NA,16.2,4.8
1970,4,14,14/04/70,13.3,NA,NA,18.7,6.3
1970,4,15,15/04/70,12.2,NA,NA,20.6,6.7
1970,4,16,16/04/70,13,NA,NA,19.8,4.3
1970,4,17,17/04/70,13.5,NA,NA,19.4,7.8
1970,4,18,18/04/70,13.8,NA,NA,23.3,8.3
1970,4,19,19/04/70,11.2,NA,NA,13.4,7.6
1970,4,20,20/04/70,11.2,NA,NA,13,10
1970,4,21,21/04/70,13,NA,NA,20.7,10.6
1970,4,22,22/04/70,13.4,NA,NA,20.4,6
1970,4,23,23/04/70,14.6,NA,NA,20.6,8.7
1970,4,24,24/04/70,16.6,NA,NA,21.6,9.7
1970,4,25,25/04/70,13.4,NA,NA,18.6,10
1970,4,26,26/04/70,9.8,NA,NA,14.1,7.6
1970,4,27,27/04/70,8.7,NA,NA,15.8,4
1970,4,28,28/04/70,9,NA,NA,14.4,4.2
1970,4,29,29/04/70,11.7,NA,NA,18.5,4.9
1970,4,30,30/04/70,10.2,NA,NA,15.4,7.2
1970,5,1,01/05/70,11.5,NA,NA,19,3.9
1970,5,2,02/05/70,13.2,NA,NA,20.5,7
1970,5,3,03/05/70,11.1,NA,NA,15.4,5.6
1970,5,4,04/05/70,10.9,NA,NA,15,9.8
1970,5,5,05/05/70,14.7,NA,NA,21.2,6
1970,5,6,06/05/70,10.3,NA,NA,16.4,9.8
1970,5,7,07/05/70,11.3,NA,NA,14.7,7.8
1970,5,8,08/05/70,9.2,NA,NA,14,8.8
1970,5,9,09/05/70,10.6,NA,NA,14.6,7.3
1970,5,10,10/05/70,9,NA,NA,10.2,8.3
1970,5,11,11/05/70,10.1,NA,NA,17,8
1970,5,12,12/05/70,12.5,NA,NA,17.4,8.8
1970,5,13,13/05/70,14.6,NA,NA,21.5,7.6
1970,5,14,14/05/70,15.1,NA,NA,20.5,8.8
1970,5,15,15/05/70,14.3,NA,NA,20.5,12
1970,5,16,16/05/70,14.1,NA,NA,19.2,10.8
1970,5,17,17/05/70,14.2,NA,NA,21,10.3
1970,5,18,18/05/70,16.6,NA,NA,23.8,9.2
1970,5,19,19/05/70,15.4,NA,NA,21.7,9
1970,5,20,20/05/70,18.5,NA,NA,25,11.4
1970,5,21,21/05/70,17,NA,NA,23.2,11.2
1970,5,22,22/05/70,16.3,NA,NA,21.7,13.8
1970,5,23,23/05/70,16.9,NA,NA,23.3,9.6
1970,5,24,24/05/70,16.6,NA,NA,20.9,9.1
1970,5,25,25/05/70,15.9,NA,NA,21.4,10.2
1970,5,26,26/05/70,19.2,NA,NA,26,12
1970,5,27,27/05/70,20,NA,NA,27,11.7
1970,5,28,28/05/70,16.6,NA,NA,21.4,11
1970,5,29,29/05/70,17.4,NA,NA,21.1,14.2
1970,5,30,30/05/70,16.9,NA,NA,20.7,13
1970,5,31,31/05/70,21.8,NA,NA,27,12.6
1970,6,1,01/06/70,21.2,NA,NA,26.7,13.7
1970,6,2,02/06/70,22.3,NA,NA,28.8,17.4
1970,6,3,03/06/70,17.9,NA,NA,21.8,13.8
1970,6,4,04/06/70,11.7,NA,NA,18.2,10
1970,6,5,05/06/70,13.5,NA,NA,17.5,9.8
1970,6,6,06/06/70,16.5,NA,NA,20.1,12.2
1970,6,7,07/06/70,15.5,NA,NA,16.9,14.7
1970,6,8,08/06/70,19.5,NA,NA,24.3,14.6
1970,6,9,09/06/70,16.1,NA,NA,20.4,14.2
1970,6,10,10/06/70,19.1,NA,NA,25.2,12.5
1970,6,11,11/06/70,24.1,NA,NA,31,15.7
1970,6,12,12/06/70,21.2,NA,NA,27.1,16.8
1970,6,13,13/06/70,21.9,NA,NA,28.5,15.8
1970,6,14,14/06/70,21.7,NA,NA,25.6,17.5
1970,6,15,15/06/70,21.6,NA,NA,26.3,15.8
1970,6,16,16/06/70,21.7,NA,NA,27.8,18.4
1970,6,17,17/06/70,17.5,NA,NA,21.8,15.8
1970,6,18,18/06/70,18.2,NA,NA,26,15.2
1970,6,19,19/06/70,18.4,NA,NA,25,14
1970,6,20,20/06/70,19.8,NA,NA,25.9,15
1970,6,21,21/06/70,21.3,NA,NA,27.3,15.6
1970,6,22,22/06/70,22,NA,NA,29.1,18.2
1970,6,23,23/06/70,22.4,NA,NA,29.1,16.8
1970,6,24,24/06/70,22.3,NA,NA,27.8,16.4
1970,6,25,25/06/70,23.1,NA,NA,29,18
1970,6,26,26/06/70,24.5,NA,NA,29.3,20.2
1970,6,27,27/06/70,21.9,NA,NA,27,18.4
1970,6,28,28/06/70,18.1,NA,NA,21.2,16.2
1970,6,29,29/06/70,20.5,NA,NA,28.8,14.7
1970,6,30,30/06/70,16.8,NA,NA,19.9,15.6
1970,7,1,01/07/70,18.6,NA,NA,24.9,12.1
1970,7,2,02/07/70,19.9,NA,NA,25.3,13.7
1970,7,3,03/07/70,20.8,NA,NA,26.7,15.4
1970,7,4,04/07/70,18.7,NA,NA,23.9,12.8
1970,7,5,05/07/70,19.4,NA,NA,25.8,12.8
1970,7,6,06/07/70,21.1,NA,NA,27.8,14.9
1970,7,7,07/07/70,23.8,NA,NA,28.1,18
1970,7,8,08/07/70,21.7,NA,NA,27.9,19.3
1970,7,9,09/07/70,21.2,NA,NA,27.5,17.7
1970,7,10,10/07/70,24.3,NA,NA,29.3,16.8
1970,7,11,11/07/70,23,NA,NA,29.9,18.6
1970,7,12,12/07/70,24.5,NA,NA,31.2,18.8
1970,7,13,13/07/70,21.4,NA,NA,29.9,18.3
1970,7,14,14/07/70,24.3,NA,NA,30.3,17
1970,7,15,15/07/70,18.7,NA,NA,25.1,17.8
1970,7,16,16/07/70,18.5,NA,NA,24.4,13.8
1970,7,17,17/07/70,18.2,NA,NA,23.6,13.1
1970,7,18,18/07/70,19.9,NA,NA,26.4,13.4
1970,7,19,19/07/70,18.2,NA,NA,25.8,12.8
1970,7,20,20/07/70,16.7,NA,NA,19.3,15.2
1970,7,21,21/07/70,18.2,NA,NA,19.8,16.2
1970,7,22,22/07/70,22.1,NA,NA,28.6,17.6
1970,7,23,23/07/70,24.4,NA,NA,29.4,19
1970,7,24,24/07/70,22,NA,NA,30.5,18
1970,7,25,25/07/70,21.4,NA,NA,29.9,16
1970,7,26,26/07/70,21.2,NA,NA,29.3,17
1970,7,27,27/07/70,22.5,NA,NA,28.8,16.3
1970,7,28,28/07/70,24.4,NA,NA,29.7,18.3
1970,7,29,29/07/70,24.5,NA,NA,30.4,20.1
1970,7,30,30/07/70,21.9,NA,NA,25.1,19.6
1970,7,31,31/07/70,22.4,NA,NA,27.6,18
1970,8,1,01/08/70,21.7,NA,NA,29.5,17.4
1970,8,2,02/08/70,21.6,NA,NA,29,16.2
1970,8,3,03/08/70,21.4,NA,NA,27.3,18.7
1970,8,4,04/08/70,21.8,NA,NA,28.4,16.3
1970,8,5,05/08/70,22.9,NA,NA,30,18.7
1970,8,6,06/08/70,25.2,NA,NA,30.8,19.6
1970,8,7,07/08/70,26.1,NA,NA,31.6,20.1
1970,8,8,08/08/70,20.9,NA,NA,27.9,15.9
1970,8,9,09/08/70,21.7,NA,NA,23.3,18.4
1970,8,10,10/08/70,22.9,NA,NA,29.2,19.8
1970,8,11,11/08/70,24,NA,NA,30.1,19.8
1970,8,12,12/08/70,21.8,NA,NA,28.5,15.8
1970,8,13,13/08/70,24,NA,NA,28.6,19.5
1970,8,14,14/08/70,23.3,NA,NA,29.7,19.3
1970,8,15,15/08/70,20.3,NA,NA,26.1,18.1
1970,8,16,16/08/70,22,NA,NA,26.2,17.5
1970,8,17,17/08/70,21.4,NA,NA,26.6,19.6
1970,8,18,18/08/70,20.4,NA,NA,25.3,15.6
1970,8,19,19/08/70,20.2,NA,NA,23.9,17.6
1970,8,20,20/08/70,18.7,NA,NA,25.3,16.2
1970,8,21,21/08/70,14.7,NA,NA,17.7,13.8
1970,8,22,22/08/70,17,NA,NA,25,11.4
1970,8,23,23/08/70,15.7,NA,NA,22,12.4
1970,8,24,24/08/70,18.2,NA,NA,25.4,12.2
1970,8,25,25/08/70,19.3,NA,NA,25.9,12.3
1970,8,26,26/08/70,20,NA,NA,25.3,14.3
1970,8,27,27/08/70,20.7,NA,NA,26.1,16.7
1970,8,28,28/08/70,20.7,NA,NA,24.3,17.6
1970,8,29,29/08/70,16.8,NA,NA,20.6,15.8
1970,8,30,30/08/70,18.6,NA,NA,24.1,14.5
1970,8,31,31/08/70,20.5,NA,NA,26.2,15.2
1970,9,1,01/09/70,22.2,NA,NA,27.2,19
1970,9,2,02/09/70,20.6,NA,NA,24.7,18
1970,9,3,03/09/70,20.7,NA,NA,25.9,18.5
1970,9,4,04/09/70,20.3,NA,NA,30.3,15
1970,9,5,05/09/70,20.7,NA,NA,28.6,14.3
1970,9,6,06/09/70,23,NA,NA,32.8,15.9
1970,9,7,07/09/70,21.8,NA,NA,28.6,16.1
1970,9,8,08/09/70,21.6,NA,NA,23.4,19.8
1970,9,9,09/09/70,21.3,NA,NA,25.6,18.7
1970,9,10,10/09/70,20.4,NA,NA,24,19
1970,9,11,11/09/70,18.4,NA,NA,22.9,17
1970,9,12,12/09/70,19.1,NA,NA,24.2,16.1
1970,9,13,13/09/70,18.7,NA,NA,26.6,14.4
1970,9,14,14/09/70,17,NA,NA,21.6,13
1970,9,15,15/09/70,18.6,NA,NA,23.4,15.2
1970,9,16,16/09/70,19.7,NA,NA,25.9,16.2
1970,9,17,17/09/70,16.7,NA,NA,22.9,14.3
1970,9,18,18/09/70,16.3,NA,NA,23.9,10.8
1970,9,19,19/09/70,16.5,NA,NA,24.3,11
1970,9,20,20/09/70,17.8,NA,NA,25.1,12.6
1970,9,21,21/09/70,18.9,NA,NA,25.8,13.2
1970,9,22,22/09/70,19,NA,NA,24.7,12
1970,9,23,23/09/70,17.1,NA,NA,19.9,16.9
1970,9,24,24/09/70,17.7,NA,NA,22.6,8
1970,9,25,25/09/70,17.3,NA,NA,22.6,15.3
1970,9,26,26/09/70,16.2,NA,NA,22.2,11.7
1970,9,27,27/09/70,17.6,NA,NA,22.2,12.6
1970,9,28,28/09/70,16.6,NA,NA,19.9,14.2
1970,9,29,29/09/70,16,NA,NA,19.7,14.5
1970,9,30,30/09/70,15.9,NA,NA,19.2,14
1970,10,1,01/10/70,17.2,NA,NA,23.1,11.4
1970,10,2,02/10/70,14.7,NA,NA,22.1,9.8
1970,10,3,03/10/70,14.2,NA,NA,20.2,11.7
1970,10,4,04/10/70,13.6,NA,NA,19.6,11.2
1970,10,5,05/10/70,13.9,NA,NA,21.7,9
1970,10,6,06/10/70,14.2,NA,NA,17.2,9.6
1970,10,7,07/10/70,13.5,NA,NA,15,13
1970,10,8,08/10/70,14.9,NA,NA,16.4,13.3
1970,10,9,09/10/70,15.8,NA,NA,17.7,14
1970,10,10,10/10/70,16.2,NA,NA,21,14.5
1970,10,11,11/10/70,16.3,NA,NA,21.8,12.1
1970,10,12,12/10/70,14.2,NA,NA,21.7,11.1
1970,10,13,13/10/70,14.3,NA,NA,21.9,10
1970,10,14,14/10/70,12.9,NA,NA,19.1,9.2
1970,10,15,15/10/70,13.8,NA,NA,17.2,10.2
1970,10,16,16/10/70,12.2,NA,NA,17.1,9.8
1970,10,17,17/10/70,10.3,NA,NA,15.2,8.2
1970,10,18,18/10/70,10.7,NA,NA,15.5,7.1
1970,10,19,19/10/70,10.9,NA,NA,16.4,7.1
1970,10,20,20/10/70,8.5,NA,NA,12.9,7.2
1970,10,21,21/10/70,11,NA,NA,15.8,5.3
1970,10,22,22/10/70,10.1,NA,NA,16.8,6.2
1970,10,23,23/10/70,9.5,NA,NA,15.2,3
1970,10,24,24/10/70,8,NA,NA,14.7,5.5
1970,10,25,25/10/70,8.1,NA,NA,15.2,3.3
1970,10,26,26/10/70,8.5,NA,NA,13.9,4.8
1970,10,27,27/10/70,9.8,NA,NA,16.1,4.4
1970,10,28,28/10/70,9.2,NA,NA,14.2,5.7
1970,10,29,29/10/70,10,NA,NA,15.2,5.3
1970,10,30,30/10/70,9.9,NA,NA,14.2,6.5
1970,10,31,31/10/70,11.9,NA,NA,16.5,7.8
1970,11,1,01/11/70,11.7,NA,NA,17.2,9.2
1970,11,2,02/11/70,10.6,NA,NA,15.9,6.3
1970,11,3,03/11/70,11,NA,NA,14.9,7.2
1970,11,4,04/11/70,10.3,NA,NA,13.4,7.4
1970,11,5,05/11/70,9,NA,NA,12.6,7.5
1970,11,6,06/11/70,6.9,NA,NA,11.3,4.7
1970,11,7,07/11/70,8.1,NA,NA,9.1,5.3
1970,11,8,08/11/70,8.9,NA,NA,13.7,5
1970,11,9,09/11/70,7.9,NA,NA,12.6,5.8
1970,11,10,10/11/70,12.4,NA,NA,17.3,4
1970,11,11,11/11/70,7.7,NA,NA,13.7,4
1970,11,12,12/11/70,7.2,NA,NA,9.5,2.7
1970,11,13,13/11/70,7.5,NA,NA,8.8,6.9
1970,11,14,14/11/70,7.2,NA,NA,8.2,5.8
1970,11,15,15/11/70,7.5,NA,NA,9.2,7
1970,11,16,16/11/70,8.4,NA,NA,12.7,6.3
1970,11,17,17/11/70,6.6,NA,NA,11.1,1.2
1970,11,18,18/11/70,6.4,NA,NA,9.8,3.6
1970,11,19,19/11/70,6.3,NA,NA,6.9,5.2
1970,11,20,20/11/70,8.6,NA,NA,11.9,5.4
1970,11,21,21/11/70,7.2,NA,NA,9.4,5.8
1970,11,22,22/11/70,10.6,NA,NA,15.2,5.7
1970,11,23,23/11/70,6.5,NA,NA,12.7,3.2
1970,11,24,24/11/70,5.4,NA,NA,11.5,1.7
1970,11,25,25/11/70,4.7,NA,NA,11.1,0.7
1970,11,26,26/11/70,5.1,NA,NA,10.9,0.7
1970,11,27,27/11/70,6.1,NA,NA,11.9,2.1
1970,11,28,28/11/70,6.2,NA,NA,11.7,1.8
1970,11,29,29/11/70,6.3,NA,NA,8.2,2.8
1970,11,30,30/11/70,6.9,NA,NA,7.7,6
1970,12,1,01/12/70,6.4,NA,NA,8.2,4.4
1970,12,2,02/12/70,5.2,NA,NA,9.1,2.3
1970,12,3,03/12/70,4.7,NA,NA,9.1,2.2
1970,12,4,04/12/70,4.2,NA,NA,7.2,2.2
1970,12,5,05/12/70,5.3,NA,NA,9.6,3
1970,12,6,06/12/70,4.1,NA,NA,11.8,0.6
1970,12,7,07/12/70,2.8,NA,NA,3.6,1
1970,12,8,08/12/70,5.2,NA,NA,10,1.8
1970,12,9,09/12/70,3.5,NA,NA,9.2,1
1970,12,10,10/12/70,4.4,NA,NA,9.8,0.7
1970,12,11,11/12/70,4.1,NA,NA,9.1,0.6
1970,12,12,12/12/70,3.7,NA,NA,9.1,0.6
1970,12,13,13/12/70,3.6,NA,NA,7.8,0.9
1970,12,14,14/12/70,3.4,NA,NA,8.7,0.1
1970,12,15,15/12/70,1.6,NA,NA,6.3,-0.7
1970,12,16,16/12/70,1,NA,NA,6.1,-1.4
1970,12,17,17/12/70,0.1,NA,NA,5.1,-2.9
1970,12,18,18/12/70,0.3,NA,NA,6.1,-3
1970,12,19,19/12/70,-0.1,NA,NA,4.5,-2.9
1970,12,20,20/12/70,0.2,NA,NA,5.3,-2.9
1970,12,21,21/12/70,-0.2,NA,NA,4.4,-3.4
1970,12,22,22/12/70,3.3,NA,NA,6.3,-1.8
1970,12,23,23/12/70,0.1,NA,NA,4.9,-1.6
1970,12,24,24/12/70,-1.9,NA,NA,2.7,-4.6
1970,12,25,25/12/70,-3,NA,NA,2,-5.8
1970,12,26,26/12/70,-2,NA,NA,1.6,-6.2
1970,12,27,27/12/70,0,NA,NA,1.6,-2.2
1970,12,28,28/12/70,1.1,NA,NA,1.8,0.3
1970,12,29,29/12/70,1.3,NA,NA,3.1,0.5
1970,12,30,30/12/70,1,NA,NA,4.6,-0.3
1970,12,31,31/12/70,0,NA,NA,2.4,-2.3
1971,1,1,01/01/71,0.3,NA,NA,3.2,-1.5
1971,1,2,02/01/71,-3,NA,NA,1.2,-6.5
1971,1,3,03/01/71,-4.2,NA,NA,0.3,-7.4
1971,1,4,04/01/71,-4.2,NA,NA,1,-8
1971,1,5,05/01/71,-3.3,NA,NA,2.7,-6.8
1971,1,6,06/01/71,-3,NA,NA,2.6,-6.8
1971,1,7,07/01/71,-1.5,NA,NA,5,-5.7
1971,1,8,08/01/71,0.1,NA,NA,5,-3.5
1971,1,9,09/01/71,1,NA,NA,5.8,-2.9
1971,1,10,10/01/71,1.7,NA,NA,7.2,-1.5
1971,1,11,11/01/71,2.8,NA,NA,7.7,0.6
1971,1,12,12/01/71,3.2,NA,NA,6.7,0.9
1971,1,13,13/01/71,2.5,NA,NA,6,0.3
1971,1,14,14/01/71,2.8,NA,NA,4.6,0.8
1971,1,15,15/01/71,3.1,NA,NA,5.1,2
1971,1,16,16/01/71,2.5,NA,NA,6.2,0.6
1971,1,17,17/01/71,2.1,NA,NA,6.5,-1.8
1971,1,18,18/01/71,3.1,NA,NA,7.3,0.1
1971,1,19,19/01/71,2.8,NA,NA,4,1.8
1971,1,20,20/01/71,3,NA,NA,3.9,2.2
1971,1,21,21/01/71,3.2,NA,NA,4.3,1.7
1971,1,22,22/01/71,3.4,NA,NA,6.4,0.5
1971,1,23,23/01/71,4.3,NA,NA,6.5,2.7
1971,1,24,24/01/71,3.6,NA,NA,6.7,2.9
1971,1,25,25/01/71,3.1,NA,NA,4.7,2.2
1971,1,26,26/01/71,2.9,NA,NA,7.5,-0.2
1971,1,27,27/01/71,3.1,NA,NA,5.6,1.8
1971,1,28,28/01/71,4,NA,NA,10.2,-0.2
1971,1,29,29/01/71,2.9,NA,NA,7.4,0.1
1971,1,30,30/01/71,3.2,NA,NA,6.3,2.6
1971,1,31,31/01/71,3.9,NA,NA,5.3,2.3
1971,2,1,01/02/71,5.3,NA,NA,9.8,3.7
1971,2,2,02/02/71,7.5,NA,NA,11.4,4.4
1971,2,3,03/02/71,3.1,NA,NA,14,0.2
1971,2,4,04/02/71,10.7,NA,NA,16.2,1
1971,2,5,05/02/71,2.8,NA,NA,8.8,-1
1971,2,6,06/02/71,3.7,NA,NA,10.3,-0.5
1971,2,7,07/02/71,4.7,NA,NA,11.4,0.1
1971,2,8,08/02/71,4.4,NA,NA,9.8,0.4
1971,2,9,09/02/71,4.3,NA,NA,10.4,-0.3
1971,2,10,10/02/71,4.2,NA,NA,10.5,-0.2
1971,2,11,11/02/71,4.2,NA,NA,9.8,-0.1
1971,2,12,12/02/71,4.1,NA,NA,10.9,-0.2
1971,2,13,13/02/71,4,NA,NA,8.7,0.2
1971,2,14,14/02/71,6.1,NA,NA,10.6,1.5
1971,2,15,15/02/71,3.3,NA,NA,8.5,2.8
1971,2,16,16/02/71,1.8,NA,NA,7.8,0.2
1971,2,17,17/02/71,8.3,NA,NA,13.2,2.7
1971,2,18,18/02/71,3.2,NA,NA,8,-0.4
1971,2,19,19/02/71,4.8,NA,NA,10.7,-1.2
1971,2,20,20/02/71,8.6,NA,NA,13.9,4.5
1971,2,21,21/02/71,4.9,NA,NA,10.4,0.1
1971,2,22,22/02/71,5.4,NA,NA,11.6,0.4
1971,2,23,23/02/71,8.1,NA,NA,12.4,5.6
1971,2,24,24/02/71,7.4,NA,NA,11.8,2.5
1971,2,25,25/02/71,5.5,NA,NA,12.7,-0.6
1971,2,26,26/02/71,11.5,NA,NA,15.3,9.4
1971,2,27,27/02/71,8.6,NA,NA,12,6.1
1971,2,28,28/02/71,3.9,NA,NA,8.6,0.5
1971,3,1,01/03/71,2.6,NA,NA,5.6,1
1971,3,2,02/03/71,0.4,NA,NA,4.6,-3.9
1971,3,3,03/03/71,0.3,NA,NA,3,-1
1971,3,4,04/03/71,0.5,NA,NA,5.1,-2.9
1971,3,5,05/03/71,-2.5,NA,NA,2.6,-4
1971,3,6,06/03/71,-3.3,NA,NA,1,-7
1971,3,7,07/03/71,-1.2,NA,NA,4.6,-6.3
1971,3,8,08/03/71,0.6,NA,NA,6.1,-5
1971,3,9,09/03/71,1.8,NA,NA,6.2,-3
1971,3,10,10/03/71,4.7,NA,NA,13.4,-2.2
1971,3,11,11/03/71,7.6,NA,NA,16.3,0.2
1971,3,12,12/03/71,11.7,NA,NA,18.3,7.2
1971,3,13,13/03/71,5.8,NA,NA,11.7,0.9
1971,3,14,14/03/71,5.6,NA,NA,8.6,4.2
1971,3,15,15/03/71,3.8,NA,NA,7.1,1
1971,3,16,16/03/71,4.5,NA,NA,7.3,2.9
1971,3,17,17/03/71,7.5,NA,NA,15.8,0.3
1971,3,18,18/03/71,4.7,NA,NA,11.8,2
1971,3,19,19/03/71,3.3,NA,NA,6.1,0.7
1971,3,20,20/03/71,5.4,NA,NA,7.2,4.3
1971,3,21,21/03/71,8.5,NA,NA,11.2,4.5
1971,3,22,22/03/71,8.8,NA,NA,15.2,5.7
1971,3,23,23/03/71,11.8,NA,NA,19.4,5
1971,3,24,24/03/71,7.9,NA,NA,14.4,6.1
1971,3,25,25/03/71,9.1,NA,NA,12.1,6.2
1971,3,26,26/03/71,9.8,NA,NA,16.3,4.6
1971,3,27,27/03/71,10.5,NA,NA,14.9,3.4
1971,3,28,28/03/71,10.4,NA,NA,16.9,5
1971,3,29,29/03/71,9.5,NA,NA,14.2,4.9
1971,3,30,30/03/71,9.2,NA,NA,14.7,2.9
1971,3,31,31/03/71,10.5,NA,NA,14.8,2.2
1971,4,1,01/04/71,9,NA,NA,13.7,4.4
1971,4,2,02/04/71,9.2,NA,NA,12.8,6.5
1971,4,3,03/04/71,8.4,NA,NA,11.8,7.1
