stn,time,tre200d0
SLFSIM,19961001,0.4
SLFSIM,19961002,-4
SLFSIM,19961003,-2
SLFSIM,19961004,2.3
SLFSIM,19961005,-1.2
SLFSIM,19961006,-0.8
SLFSIM,19961007,1.3
SLFSIM,19961008,3.1
SLFSIM,19961009,2.7
SLFSIM,19961010,-0.5
SLFSIM,19961011,-1
SLFSIM,19961012,-1.4
SLFSIM,19961013,-2.6
SLFSIM,19961014,-1.6
SLFSIM,19961015,0.4
SLFSIM,19961016,-1.1
SLFSIM,19961017,-4.5
SLFSIM,19961018,-3.1
SLFSIM,19961019,-2.6
SLFSIM,19961020,-1.2
SLFSIM,19961021,2
SLFSIM,19961022,1.9
SLFSIM,19961023,4.8
SLFSIM,19961024,5.4
SLFSIM,19961025,4.1
SLFSIM,19961026,0.4
SLFSIM,19961027,0.4
SLFSIM,19961028,2.6
SLFSIM,19961029,-1.8
SLFSIM,19961030,-4.3
SLFSIM,19961031,1.2
SLFSIM,19961101,-0.3
SLFSIM,19961102,4.1
SLFSIM,19961103,-
SLFSIM,19961104,2
SLFSIM,19961105,-3.3
SLFSIM,19961106,-2.1
SLFSIM,19961107,-0.2
SLFSIM,19961108,-5.3
SLFSIM,19961109,-5
SLFSIM,19961110,-5.3
SLFSIM,19961111,-2.9
SLFSIM,19961112,-
SLFSIM,19961113,-
SLFSIM,19961114,-
SLFSIM,19961115,-
SLFSIM,19961116,-
SLFSIM,19961117,-
SLFSIM,19961118,-
SLFSIM,19961119,-
SLFSIM,19961120,-
SLFSIM,19961121,-
SLFSIM,19961122,-
SLFSIM,19961123,-
SLFSIM,19961124,-
SLFSIM,19961125,-
SLFSIM,19961126,-
SLFSIM,19961127,-
SLFSIM,19961128,-
SLFSIM,19961129,-
SLFSIM,19961130,-
SLFSIM,19961201,-
SLFSIM,19961202,-
SLFSIM,19961203,-
SLFSIM,19961204,-
SLFSIM,19961205,-
SLFSIM,19961206,-
SLFSIM,19961207,-
SLFSIM,19961208,-
SLFSIM,19961209,-
SLFSIM,19961210,-
SLFSIM,19961211,-
SLFSIM,19961212,-
SLFSIM,19961213,-
SLFSIM,19961214,-
SLFSIM,19961215,-
SLFSIM,19961216,-
SLFSIM,19961217,-
SLFSIM,19961218,-
SLFSIM,19961219,-
SLFSIM,19961220,-
SLFSIM,19961221,-
SLFSIM,19961222,-
SLFSIM,19961223,-
SLFSIM,19961224,-
SLFSIM,19961225,-
SLFSIM,19961226,-
SLFSIM,19961227,-
SLFSIM,19961228,-
SLFSIM,19961229,-
SLFSIM,19961230,-
SLFSIM,19961231,-
SLFSIM,19970101,-
SLFSIM,19970102,-
SLFSIM,19970103,-
SLFSIM,19970104,-
SLFSIM,19970105,-
SLFSIM,19970106,-
SLFSIM,19970107,-
SLFSIM,19970108,-
SLFSIM,19970109,-
SLFSIM,19970110,-
SLFSIM,19970111,-
SLFSIM,19970112,-
SLFSIM,19970113,-
SLFSIM,19970114,-
SLFSIM,19970115,-
SLFSIM,19970116,-
SLFSIM,19970117,-
SLFSIM,19970118,-
SLFSIM,19970119,-
SLFSIM,19970120,-
SLFSIM,19970121,-
SLFSIM,19970122,-
SLFSIM,19970123,-
SLFSIM,19970124,-
SLFSIM,19970125,-
SLFSIM,19970126,-
SLFSIM,19970127,-
SLFSIM,19970128,-
SLFSIM,19970129,-
SLFSIM,19970130,-
SLFSIM,19970131,-
SLFSIM,19970201,-
SLFSIM,19970202,-
SLFSIM,19970203,-
SLFSIM,19970204,-
SLFSIM,19970205,-
SLFSIM,19970206,-
SLFSIM,19970207,-
SLFSIM,19970208,-
SLFSIM,19970209,-
SLFSIM,19970210,-
SLFSIM,19970211,-
SLFSIM,19970212,-
SLFSIM,19970213,-
SLFSIM,19970214,-
SLFSIM,19970215,-
SLFSIM,19970216,-
SLFSIM,19970217,-
SLFSIM,19970218,-
SLFSIM,19970219,-
SLFSIM,19970220,-
SLFSIM,19970221,-
SLFSIM,19970222,-
SLFSIM,19970223,-
SLFSIM,19970224,-
SLFSIM,19970225,-
SLFSIM,19970226,-
SLFSIM,19970227,-
SLFSIM,19970228,-
SLFSIM,19970301,-
SLFSIM,19970302,-
SLFSIM,19970303,-
SLFSIM,19970304,-
SLFSIM,19970305,-
SLFSIM,19970306,-
SLFSIM,19970307,-
SLFSIM,19970308,-
SLFSIM,19970309,-
SLFSIM,19970310,-
SLFSIM,19970311,-
SLFSIM,19970312,-
SLFSIM,19970313,-
SLFSIM,19970314,-
SLFSIM,19970315,-
SLFSIM,19970316,-
SLFSIM,19970317,-
SLFSIM,19970318,-
SLFSIM,19970319,-
SLFSIM,19970320,-
SLFSIM,19970321,-
SLFSIM,19970322,-
SLFSIM,19970323,-
SLFSIM,19970324,-
SLFSIM,19970325,-
SLFSIM,19970326,-
SLFSIM,19970327,-
SLFSIM,19970328,-
SLFSIM,19970329,-
SLFSIM,19970330,-
SLFSIM,19970331,-
SLFSIM,19970401,-
SLFSIM,19970402,-
SLFSIM,19970403,-
SLFSIM,19970404,-
SLFSIM,19970405,-
SLFSIM,19970406,-
SLFSIM,19970407,-
SLFSIM,19970408,-
SLFSIM,19970409,-
SLFSIM,19970410,-
SLFSIM,19970411,-
SLFSIM,19970412,-
SLFSIM,19970413,-
SLFSIM,19970414,-
SLFSIM,19970415,-
SLFSIM,19970416,-
SLFSIM,19970417,-
SLFSIM,19970418,-
SLFSIM,19970419,-
SLFSIM,19970420,-
SLFSIM,19970421,-
SLFSIM,19970422,-
SLFSIM,19970423,-
SLFSIM,19970424,-
SLFSIM,19970425,-
SLFSIM,19970426,-
SLFSIM,19970427,-
SLFSIM,19970428,-
SLFSIM,19970429,-
SLFSIM,19970430,-
SLFSIM,19970501,-
SLFSIM,19970502,-
SLFSIM,19970503,-
SLFSIM,19970504,-
SLFSIM,19970505,-
SLFSIM,19970506,-
SLFSIM,19970507,-
SLFSIM,19970508,-
SLFSIM,19970509,-
SLFSIM,19970510,-
SLFSIM,19970511,-
SLFSIM,19970512,-
SLFSIM,19970513,-
SLFSIM,19970514,-
SLFSIM,19970515,-
SLFSIM,19970516,-
SLFSIM,19970517,-
SLFSIM,19970518,-
SLFSIM,19970519,-
SLFSIM,19970520,-
SLFSIM,19970521,-
SLFSIM,19970522,-
SLFSIM,19970523,-
SLFSIM,19970524,-
SLFSIM,19970525,-
SLFSIM,19970526,-
SLFSIM,19970527,-
SLFSIM,19970528,-
SLFSIM,19970529,-
SLFSIM,19970530,-
SLFSIM,19970531,-
SLFSIM,19970601,-
SLFSIM,19970602,-
SLFSIM,19970603,-
SLFSIM,19970604,-
SLFSIM,19970605,-
SLFSIM,19970606,-
SLFSIM,19970607,-
SLFSIM,19970608,-
SLFSIM,19970609,-
SLFSIM,19970610,-
SLFSIM,19970611,-
SLFSIM,19970612,-
SLFSIM,19970613,-
SLFSIM,19970614,-
SLFSIM,19970615,-
SLFSIM,19970616,-
SLFSIM,19970617,-
SLFSIM,19970618,-
SLFSIM,19970619,-
SLFSIM,19970620,-
SLFSIM,19970621,-
SLFSIM,19970622,-
SLFSIM,19970623,-
SLFSIM,19970624,-
SLFSIM,19970625,-
SLFSIM,19970626,-
SLFSIM,19970627,-
SLFSIM,19970628,-
SLFSIM,19970629,-
SLFSIM,19970630,-
SLFSIM,19970701,-
SLFSIM,19970702,-
SLFSIM,19970703,-
SLFSIM,19970704,-
SLFSIM,19970705,-
SLFSIM,19970706,-
SLFSIM,19970707,-
SLFSIM,19970708,-
SLFSIM,19970709,-
SLFSIM,19970710,-
SLFSIM,19970711,-
SLFSIM,19970712,-
SLFSIM,19970713,-
SLFSIM,19970714,-
SLFSIM,19970715,-
SLFSIM,19970716,-
SLFSIM,19970717,-
SLFSIM,19970718,-
SLFSIM,19970719,-
SLFSIM,19970720,-
SLFSIM,19970721,-
SLFSIM,19970722,-
SLFSIM,19970723,-
SLFSIM,19970724,-
SLFSIM,19970725,-
SLFSIM,19970726,-
SLFSIM,19970727,-
SLFSIM,19970728,-
SLFSIM,19970729,-
SLFSIM,19970730,-
SLFSIM,19970731,-
SLFSIM,19970801,-
SLFSIM,19970802,-
SLFSIM,19970803,-
SLFSIM,19970804,-
SLFSIM,19970805,-
SLFSIM,19970806,-
SLFSIM,19970807,-
SLFSIM,19970808,-
SLFSIM,19970809,-
SLFSIM,19970810,-
SLFSIM,19970811,-
SLFSIM,19970812,-
SLFSIM,19970813,-
SLFSIM,19970814,-
SLFSIM,19970815,-
SLFSIM,19970816,-
SLFSIM,19970817,-
SLFSIM,19970818,-
SLFSIM,19970819,-
SLFSIM,19970820,-
SLFSIM,19970821,-
SLFSIM,19970822,-
SLFSIM,19970823,-
SLFSIM,19970824,-
SLFSIM,19970825,-
SLFSIM,19970826,-
SLFSIM,19970827,-
SLFSIM,19970828,-
SLFSIM,19970829,-
SLFSIM,19970830,-
SLFSIM,19970831,-
SLFSIM,19970901,-
SLFSIM,19970902,-
SLFSIM,19970903,-
SLFSIM,19970904,-
SLFSIM,19970905,-
SLFSIM,19970906,-
SLFSIM,19970907,-
SLFSIM,19970908,-
SLFSIM,19970909,-
SLFSIM,19970910,-
SLFSIM,19970911,-
SLFSIM,19970912,-
SLFSIM,19970913,-
SLFSIM,19970914,-
SLFSIM,19970915,-
SLFSIM,19970916,-
SLFSIM,19970917,-
SLFSIM,19970918,-
SLFSIM,19970919,-
SLFSIM,19970920,-
SLFSIM,19970921,-
SLFSIM,19970922,-
SLFSIM,19970923,-
SLFSIM,19970924,-
SLFSIM,19970925,-
SLFSIM,19970926,-
SLFSIM,19970927,-
SLFSIM,19970928,-
SLFSIM,19970929,-
SLFSIM,19970930,-
SLFSIM,19971001,-
SLFSIM,19971002,5.2
SLFSIM,19971003,3.3
SLFSIM,19971004,6
SLFSIM,19971005,7.4
SLFSIM,19971006,3.1
SLFSIM,19971007,3.3
SLFSIM,19971008,3.6
SLFSIM,19971009,7.2
SLFSIM,19971010,5
SLFSIM,19971011,1.7
SLFSIM,19971012,-2.5
SLFSIM,19971013,-6.4
SLFSIM,19971014,-8.8
SLFSIM,19971015,-6.7
SLFSIM,19971016,-2
SLFSIM,19971017,1.3
SLFSIM,19971018,5.2
SLFSIM,19971019,6
SLFSIM,19971020,5.7
SLFSIM,19971021,1.4
SLFSIM,19971022,0.3
SLFSIM,19971023,1.7
SLFSIM,19971024,-1.6
SLFSIM,19971025,-2.3
SLFSIM,19971026,-1.3
SLFSIM,19971027,-3.7
SLFSIM,19971028,-9.4
SLFSIM,19971029,-7.1
SLFSIM,19971030,-4.3
SLFSIM,19971031,-4.1
SLFSIM,19971101,-0.9
SLFSIM,19971102,1.1
SLFSIM,19971103,0.7
SLFSIM,19971104,-3.5
SLFSIM,19971105,-4.2
SLFSIM,19971106,-0.2
SLFSIM,19971107,-2.1
SLFSIM,19971108,-3.4
SLFSIM,19971109,-5.3
SLFSIM,19971110,-6.3
SLFSIM,19971111,-6.2
SLFSIM,19971112,-5.6
SLFSIM,19971113,-9
SLFSIM,19971114,-7.5
SLFSIM,19971115,-3.9
SLFSIM,19971116,-2.9
SLFSIM,19971117,-3.3
SLFSIM,19971118,0.9
SLFSIM,19971119,-6.8
SLFSIM,19971120,-4
SLFSIM,19971121,-5
SLFSIM,19971122,-5.3
SLFSIM,19971123,-3.8
SLFSIM,19971124,-3.9
SLFSIM,19971125,-5.2
SLFSIM,19971126,-5.6
SLFSIM,19971127,-4.4
SLFSIM,19971128,-4.5
SLFSIM,19971129,-4.9
SLFSIM,19971130,-7
SLFSIM,19971201,-7.8
SLFSIM,19971202,-9.2
SLFSIM,19971203,-13.9
SLFSIM,19971204,-9
SLFSIM,19971205,-8.6
SLFSIM,19971206,-7.7
SLFSIM,19971207,-1.7
SLFSIM,19971208,-1.3
SLFSIM,19971209,-4.3
SLFSIM,19971210,-4.6
SLFSIM,19971211,-1.4
SLFSIM,19971212,-6.8
SLFSIM,19971213,-10.8
SLFSIM,19971214,-11.1
SLFSIM,19971215,-12.6
SLFSIM,19971216,-14.3
SLFSIM,19971217,-12.4
SLFSIM,19971218,-5.7
SLFSIM,19971219,-5.1
SLFSIM,19971220,-5.1
SLFSIM,19971221,-7.2
SLFSIM,19971222,-6.5
SLFSIM,19971223,-4.9
SLFSIM,19971224,-1.9
SLFSIM,19971225,-1.2
SLFSIM,19971226,-6.4
SLFSIM,19971227,-9.8
SLFSIM,19971228,-11
SLFSIM,19971229,-9.1
SLFSIM,19971230,-8.5
SLFSIM,19971231,-6.4
SLFSIM,19980101,-
SLFSIM,19980102,-
SLFSIM,19980103,-7
SLFSIM,19980104,-6.9
SLFSIM,19980105,-7.7
SLFSIM,19980106,-6.8
SLFSIM,19980107,-4.3
SLFSIM,19980108,-3.1
SLFSIM,19980109,0
SLFSIM,19980110,1.6
SLFSIM,19980111,1.4
SLFSIM,19980112,0
SLFSIM,19980113,-6.4
SLFSIM,19980114,-5.9
SLFSIM,19980115,-6.1
SLFSIM,19980116,-7.2
SLFSIM,19980117,-9.5
SLFSIM,19980118,-10
SLFSIM,19980119,-9.8
SLFSIM,19980120,-13.8
SLFSIM,19980121,-12.6
SLFSIM,19980122,-8
SLFSIM,19980123,-6.7
SLFSIM,19980124,-
SLFSIM,19980125,-10
SLFSIM,19980126,-6.4
SLFSIM,19980127,-9
SLFSIM,19980128,-6.2
SLFSIM,19980129,-7.7
SLFSIM,19980130,-7.5
SLFSIM,19980131,-9.1
SLFSIM,19980201,-10.3
SLFSIM,19980202,-7.4
SLFSIM,19980203,-7
SLFSIM,19980204,-6.1
SLFSIM,19980205,-4.4
SLFSIM,19980206,-2.9
SLFSIM,19980207,-5
SLFSIM,19980208,-9.6
SLFSIM,19980209,-1.6
SLFSIM,19980210,2.5
SLFSIM,19980211,2.9
SLFSIM,19980212,2.3
SLFSIM,19980213,4.2
SLFSIM,19980214,6.4
SLFSIM,19980215,3.6
SLFSIM,19980216,1.5
SLFSIM,19980217,-4.1
SLFSIM,19980218,0.9
SLFSIM,19980219,-
SLFSIM,19980220,1.2
SLFSIM,19980221,-2.8
SLFSIM,19980222,-6.3
SLFSIM,19980223,-7.5
SLFSIM,19980224,-4.9
SLFSIM,19980225,-1.9
SLFSIM,19980226,0.1
SLFSIM,19980227,1.5
SLFSIM,19980228,-2.5
SLFSIM,19980301,-8.4
SLFSIM,19980302,-6.5
SLFSIM,19980303,-1.2
SLFSIM,19980304,-2.6
SLFSIM,19980305,-7.6
SLFSIM,19980306,-5.8
SLFSIM,19980307,-1.1
SLFSIM,19980308,-6.6
SLFSIM,19980309,-12.8
SLFSIM,19980310,-15
SLFSIM,19980311,-12.7
SLFSIM,19980312,-10
SLFSIM,19980313,-9.4
SLFSIM,19980314,-6.9
SLFSIM,19980315,-7.6
SLFSIM,19980316,-4.7
SLFSIM,19980317,-3.2
SLFSIM,19980318,-0.4
SLFSIM,19980319,-6.1
SLFSIM,19980320,-8.9
SLFSIM,19980321,-10
SLFSIM,19980322,-10.8
SLFSIM,19980323,-11.7
SLFSIM,19980324,-12.6
SLFSIM,19980325,-8.5
SLFSIM,19980326,-4.5
SLFSIM,19980327,-2.9
SLFSIM,19980328,1.4
SLFSIM,19980329,1
SLFSIM,19980330,0.7
SLFSIM,19980331,0.4
SLFSIM,19980401,-1.9
SLFSIM,19980402,-3.2
SLFSIM,19980403,-
SLFSIM,19980404,-
SLFSIM,19980405,-3.3
SLFSIM,19980406,-5.3
SLFSIM,19980407,-5.7
SLFSIM,19980408,-5.8
SLFSIM,19980409,-6
SLFSIM,19980410,-7
SLFSIM,19980411,-
SLFSIM,19980412,-
SLFSIM,19980413,-
SLFSIM,19980414,-
SLFSIM,19980415,-
SLFSIM,19980416,-
SLFSIM,19980417,-
SLFSIM,19980418,-
SLFSIM,19980419,-
SLFSIM,19980420,-
SLFSIM,19980421,-
SLFSIM,19980422,-0.4
SLFSIM,19980423,-0.4
SLFSIM,19980424,0.4
SLFSIM,19980425,1.6
SLFSIM,19980426,0.3
SLFSIM,19980427,-2.6
SLFSIM,19980428,-4.3
SLFSIM,19980429,-4.9
SLFSIM,19980430,-4.2
SLFSIM,19980501,-2.7
SLFSIM,19980502,-3.1
SLFSIM,19980503,-1.3
SLFSIM,19980504,-2.1
SLFSIM,19980505,-0.7
SLFSIM,19980506,-2.4
SLFSIM,19980507,-0.3
SLFSIM,19980508,1.3
SLFSIM,19980509,3.6
SLFSIM,19980510,5.5
SLFSIM,19980511,5.8
SLFSIM,19980512,7.7
SLFSIM,19980513,8
SLFSIM,19980514,5.4
SLFSIM,19980515,4.4
SLFSIM,19980516,1.4
SLFSIM,19980517,-2.2
SLFSIM,19980518,-2.1
SLFSIM,19980519,1.1
SLFSIM,19980520,3
SLFSIM,19980521,2
SLFSIM,19980522,0.6
SLFSIM,19980523,1.2
SLFSIM,19980524,-0.4
SLFSIM,19980525,-0.6
SLFSIM,19980526,-0.4
SLFSIM,19980527,-0.7
SLFSIM,19980528,-0.5
SLFSIM,19980529,0.1
SLFSIM,19980530,1.3
SLFSIM,19980531,0
SLFSIM,19980601,0.1
SLFSIM,19980602,3.9
SLFSIM,19980603,4.3
SLFSIM,19980604,6.5
SLFSIM,19980605,7.4
SLFSIM,19980606,6.6
SLFSIM,19980607,3.6
SLFSIM,19980608,2.4
SLFSIM,19980609,7
SLFSIM,19980610,3.7
SLFSIM,19980611,-1.5
SLFSIM,19980612,-4.1
SLFSIM,19980613,-3.9
SLFSIM,19980614,-0.5
SLFSIM,19980615,-1.1
SLFSIM,19980616,-0.1
SLFSIM,19980617,-0.2
SLFSIM,19980618,2.9
SLFSIM,19980619,5.8
SLFSIM,19980620,10.3
SLFSIM,19980621,14.1
SLFSIM,19980622,11
SLFSIM,19980623,7.6
SLFSIM,19980624,8.2
SLFSIM,19980625,8.5
SLFSIM,19980626,6.5
SLFSIM,19980627,7
SLFSIM,19980628,8.7
SLFSIM,19980629,8.1
SLFSIM,19980630,8.2
SLFSIM,19980701,8
SLFSIM,19980702,7.7
SLFSIM,19980703,4.3
SLFSIM,19980704,4.2
SLFSIM,19980705,5.6
SLFSIM,19980706,8.9
SLFSIM,19980707,4.6
SLFSIM,19980708,-1.3
SLFSIM,19980709,1.7
SLFSIM,19980710,5.8
SLFSIM,19980711,6.8
SLFSIM,19980712,9.4
SLFSIM,19980713,7.1
SLFSIM,19980714,3.5
SLFSIM,19980715,2.9
SLFSIM,19980716,2.4
SLFSIM,19980717,7.2
SLFSIM,19980718,8.2
SLFSIM,19980719,10.6
SLFSIM,19980720,11.3
SLFSIM,19980721,9.6
SLFSIM,19980722,9.4
SLFSIM,19980723,11.5
SLFSIM,19980724,11.2
SLFSIM,19980725,9
SLFSIM,19980726,9.1
SLFSIM,19980727,6.9
SLFSIM,19980728,4.9
SLFSIM,19980729,7.2
SLFSIM,19980730,7.7
SLFSIM,19980731,7.2
SLFSIM,19980801,6.6
SLFSIM,19980802,7.5
SLFSIM,19980803,6.2
SLFSIM,19980804,10.5
SLFSIM,19980805,8.4
SLFSIM,19980806,10
SLFSIM,19980807,12
SLFSIM,19980808,13.6
SLFSIM,19980809,14.5
SLFSIM,19980810,14.6
SLFSIM,19980811,14.6
SLFSIM,19980812,13.2
SLFSIM,19980813,10.3
SLFSIM,19980814,9.6
SLFSIM,19980815,9.6
SLFSIM,19980816,10.4
SLFSIM,19980817,9.6
SLFSIM,19980818,7.2
SLFSIM,19980819,7.5
SLFSIM,19980820,7.3
SLFSIM,19980821,6.4
SLFSIM,19980822,6.9
SLFSIM,19980823,7.7
SLFSIM,19980824,5.5
SLFSIM,19980825,4.2
SLFSIM,19980826,6.2
SLFSIM,19980827,3.9
SLFSIM,19980828,-1
SLFSIM,19980829,0.4
SLFSIM,19980830,1.5
SLFSIM,19980831,5
SLFSIM,19980901,6.8
SLFSIM,19980902,7.4
SLFSIM,19980903,5.9
SLFSIM,19980904,5.1
SLFSIM,19980905,1.7
SLFSIM,19980906,4
SLFSIM,19980907,3.7
SLFSIM,19980908,4.2
SLFSIM,19980909,6
SLFSIM,19980910,5.6
SLFSIM,19980911,3.8
SLFSIM,19980912,-1.4
SLFSIM,19980913,-4.6
SLFSIM,19980914,-
SLFSIM,19980915,-1.8
SLFSIM,19980916,2.2
SLFSIM,19980917,-1.8
SLFSIM,19980918,0.3
SLFSIM,19980919,3.6
SLFSIM,19980920,2.9
SLFSIM,19980921,3.4
SLFSIM,19980922,0.5
SLFSIM,19980923,1.8
SLFSIM,19980924,1.3
SLFSIM,19980925,0
SLFSIM,19980926,1.3
SLFSIM,19980927,0.7
SLFSIM,19980928,0.8
SLFSIM,19980929,-
SLFSIM,19980930,0.9
SLFSIM,19981001,-1.1
SLFSIM,19981002,-2
SLFSIM,19981003,-1.3
SLFSIM,19981004,-2.4
SLFSIM,19981005,-1
SLFSIM,19981006,-0.5
SLFSIM,19981007,-1
SLFSIM,19981008,-1.7
SLFSIM,19981009,-2.1
SLFSIM,19981010,-2.5
SLFSIM,19981011,0.4
SLFSIM,19981012,-1.6
SLFSIM,19981013,-3.3
SLFSIM,19981014,2.9
SLFSIM,19981015,4.7
SLFSIM,19981016,3.3
SLFSIM,19981017,-0.4
SLFSIM,19981018,0.2
SLFSIM,19981019,-3.3
SLFSIM,19981020,-6
SLFSIM,19981021,1.5
SLFSIM,19981022,4.7
SLFSIM,19981023,3.5
SLFSIM,19981024,-0.2
SLFSIM,19981025,-3.6
SLFSIM,19981026,-6.4
SLFSIM,19981027,-4.1
SLFSIM,19981028,2.9
SLFSIM,19981029,0
SLFSIM,19981030,-6.4
SLFSIM,19981031,-5.5
SLFSIM,19981101,-3.7
SLFSIM,19981102,-2.8
SLFSIM,19981103,-3.1
SLFSIM,19981104,-2.9
SLFSIM,19981105,-6.2
SLFSIM,19981106,-3.4
SLFSIM,19981107,-2.1
SLFSIM,19981108,3.2
SLFSIM,19981109,3.1
SLFSIM,19981110,0.2
SLFSIM,19981111,-8.8
SLFSIM,19981112,-9.1
SLFSIM,19981113,-8.6
SLFSIM,19981114,-9.7
SLFSIM,19981115,-9.5
SLFSIM,19981116,-11.1
SLFSIM,19981117,-13.1
SLFSIM,19981118,-11.4
SLFSIM,19981119,-12.8
SLFSIM,19981120,-16.3
SLFSIM,19981121,-15.6
SLFSIM,19981122,-13
SLFSIM,19981123,-5.7
SLFSIM,19981124,-2.4
SLFSIM,19981125,-5.8
SLFSIM,19981126,-8.7
SLFSIM,19981127,-9
SLFSIM,19981128,-7.1
SLFSIM,19981129,-7.4
SLFSIM,19981130,-9.7
SLFSIM,19981201,-7
SLFSIM,19981202,-9.8
SLFSIM,19981203,-8.4
SLFSIM,19981204,-9.8
SLFSIM,19981205,-15.1
SLFSIM,19981206,-16.4
SLFSIM,19981207,-16.6
SLFSIM,19981208,-12.3
SLFSIM,19981209,-6.7
SLFSIM,19981210,-6.2
SLFSIM,19981211,-6.7
SLFSIM,19981212,-3.7
SLFSIM,19981213,-2
SLFSIM,19981214,-0.5
SLFSIM,19981215,4
SLFSIM,19981216,0.3
SLFSIM,19981217,-0.5
SLFSIM,19981218,1
SLFSIM,19981219,-4.4
SLFSIM,19981220,-9.3
SLFSIM,19981221,-14.1
SLFSIM,19981222,-11.1
SLFSIM,19981223,-5.3
SLFSIM,19981224,-8.6
SLFSIM,19981225,-7.1
SLFSIM,19981226,-3.7
SLFSIM,19981227,-1.7
SLFSIM,19981228,-5
SLFSIM,19981229,-6.8
SLFSIM,19981230,-8.4
SLFSIM,19981231,-9
SLFSIM,19990101,-7.3
SLFSIM,19990102,-7.3
SLFSIM,19990103,-6.9
SLFSIM,19990104,-1.5
SLFSIM,19990105,5.1
SLFSIM,19990106,5.3
SLFSIM,19990107,1.9
SLFSIM,19990108,-4.3
SLFSIM,19990109,-9.6
SLFSIM,19990110,-10.3
SLFSIM,19990111,-8
SLFSIM,19990112,-11.3
SLFSIM,19990113,-13.1
SLFSIM,19990114,-8.8
SLFSIM,19990115,-5.5
SLFSIM,19990116,-7.2
SLFSIM,19990117,-8.4
SLFSIM,19990118,-4.4
SLFSIM,19990119,-2.9
SLFSIM,19990120,-3.3
SLFSIM,19990121,-2
SLFSIM,19990122,-2
SLFSIM,19990123,-2.9
SLFSIM,19990124,-2.9
SLFSIM,19990125,-1
SLFSIM,19990126,-3.9
SLFSIM,19990127,-11.4
SLFSIM,19990128,-10.6
SLFSIM,19990129,-15.6
SLFSIM,19990130,-22
SLFSIM,19990131,-15.2
SLFSIM,19990201,-6.4
SLFSIM,19990202,-4.3
SLFSIM,19990203,-3
SLFSIM,19990204,-0.5
SLFSIM,19990205,-6.6
SLFSIM,19990206,-12.3
SLFSIM,19990207,-12.2
SLFSIM,19990208,-18.3
SLFSIM,19990209,-13.9
SLFSIM,19990210,-19
SLFSIM,19990211,-20.2
SLFSIM,19990212,-19.6
SLFSIM,19990213,-12.5
SLFSIM,19990214,-10.6
SLFSIM,19990215,-10.3
SLFSIM,19990216,-7.2
SLFSIM,19990217,-13
SLFSIM,19990218,-9.9
SLFSIM,19990219,-5.4
SLFSIM,19990220,-3.8
SLFSIM,19990221,-4.8
SLFSIM,19990222,-11.7
SLFSIM,19990223,-15.9
SLFSIM,19990224,-11.6
SLFSIM,19990225,-8.1
SLFSIM,19990226,-1.6
SLFSIM,19990227,-3.9
SLFSIM,19990228,-2.7
SLFSIM,19990301,-3
SLFSIM,19990302,-1.7
SLFSIM,19990303,-5.1
SLFSIM,19990304,-6.8
SLFSIM,19990305,-10.2
SLFSIM,19990306,-12.5
SLFSIM,19990307,-14.2
SLFSIM,19990308,-12.4
SLFSIM,19990309,-8.2
SLFSIM,19990310,-6.2
SLFSIM,19990311,-1.1
SLFSIM,19990312,0.5
SLFSIM,19990313,-0.5
SLFSIM,19990314,-1.2
SLFSIM,19990315,-1.5
SLFSIM,19990316,-3.9
SLFSIM,19990317,-6
SLFSIM,19990318,-7.2
SLFSIM,19990319,-9.6
SLFSIM,19990320,-11
SLFSIM,19990321,-7.6
SLFSIM,19990322,-8.9
SLFSIM,19990323,-7.7
SLFSIM,19990324,-3.4
SLFSIM,19990325,-5.8
SLFSIM,19990326,-5.6
SLFSIM,19990327,-5.2
SLFSIM,19990328,-7.2
SLFSIM,19990329,-3.5
SLFSIM,19990330,-2.4
SLFSIM,19990331,-2
SLFSIM,19990401,-2.5
SLFSIM,19990402,-2.4
SLFSIM,19990403,-1.8
SLFSIM,19990404,-1.3
SLFSIM,19990405,-1.3
SLFSIM,19990406,1.1
SLFSIM,19990407,-4.1
SLFSIM,19990408,-7.5
SLFSIM,19990409,-3.6
SLFSIM,19990410,-0.9
SLFSIM,19990411,-3.7
SLFSIM,19990412,-5
SLFSIM,19990413,-7.1
SLFSIM,19990414,-7.1
SLFSIM,19990415,-5.4
SLFSIM,19990416,-6.4
SLFSIM,19990417,-9.8
SLFSIM,19990418,-10.2
SLFSIM,19990419,-9.2
SLFSIM,19990420,-7
SLFSIM,19990421,-4.9
SLFSIM,19990422,-3.3
SLFSIM,19990423,-3.9
SLFSIM,19990424,-3.5
SLFSIM,19990425,-2.6
SLFSIM,19990426,-3
SLFSIM,19990427,-2.2
SLFSIM,19990428,-1.9
SLFSIM,19990429,-0.2
SLFSIM,19990430,-0.6
SLFSIM,19990501,1.5
SLFSIM,19990502,2.3
SLFSIM,19990503,2.3
SLFSIM,19990504,0.9
SLFSIM,19990505,1.9
SLFSIM,19990506,1.7
SLFSIM,19990507,1
SLFSIM,19990508,0.2
SLFSIM,19990509,1.2
SLFSIM,19990510,2.2
SLFSIM,19990511,3.2
SLFSIM,19990512,4
SLFSIM,19990513,4.4
SLFSIM,19990514,3.2
SLFSIM,19990515,0.8
SLFSIM,19990516,0.4
SLFSIM,19990517,-0.5
SLFSIM,19990518,1.1
SLFSIM,19990519,-0.4
SLFSIM,19990520,-1.5
